DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,extracted_entities,defective_component,defective_part,failure_type,num_parts_replaced,total_cost,cause_of_failure
"SICAYET Araç ad blue ikazı yanıyor şikayeti var kontrol NEDEN Yapılan kontrolde aracın ad blue üre borusu donma sebebi ile 
enjektöre üre göndermemekte basıncı enjektörden atamadığı için 
sıkışan üre borunun geçme kısmından sızdırdığı tespit edildi YAPILANIS Aracın 41 t olması üzere pıp arızalarına rastlanmadığından standart 
garanti olarak girilmiştir boru değişimi yapıldı onarım tamamlandı.
Araç için çekici faturası tarafımıza kesilmiş İveco tarafından bunu 
kleym e eklememiz bildirildi",PIPES AD-BLUE,DEFORMED,DELIVERY LINE,0.0,110.9528,"TEMPERATURE  Vehicle Ad Blue warning is on, there is a complaint, check  WHY During the inspection, the ad blue urea pipe of the vehicle was frozen. 
It does not send urea to the syringe because it cannot relieve the pressure from the syringe. 
It was determined that the stuck urea pipe was leaking from the insertion part.  Since the vehicle is 41 t and there are no problems with it, it is standard. 
It was entered under warranty, the pipe was replaced and the repair was completed.
The towing invoice for the vehicle was sent to us by İveco. 
We were notified to add it to kleym",{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA nie działają gniazda zapalniczek na przednim kokpicie CPRZ korozja złącza st 5 KORECTA diagnostyka komputerowa + spr. + naprawa instalacji elektrycznej słącza 
ST5",CAB LOOM,CORROSION/OXIDATION/PITS,CAB WIRING,0.0,37.100671,"COMPLAINT  the cigarette lighter sockets in the front cockpit do not work  CPRZ corrosion of st 5 connector  CORRECTION  computer diagnostics + check + repair of the electrical installation of the connector 
ST5",{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA dużo kontrolek na wyświetlaczu, zapalają się i gasną CPRZ luźne punkty masy w komorze silnika KORECTA sprawdzenie, poprawa punktów masowych",CHASSIS LOOM,SHORT CIRCUIT,FRAME WIRING,0.0,51.308725,"COMPLAINT  lots of lights on the display, they come on and off  CPRZ loose ground points in engine compartment  CORRECTION  checking, improving mass points",{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA WYCIEK OLEJU Z SILNIKA CPRZ PRZETARTE PRZEWODY PALIWOWE ORAZ NIESZCZELNA OBUDOWA 
FILTRA KORECTA WYMIANA PRZEWODOW PALIWOWYCH ORAZ OBUDOWY FILTRA",FUEL INLET PIPE,DEFECT,FUEL LINE,2.0,61.360001,"COMPLAINT  OIL LEAK FROM ENGINE  CPRZ WORN FUEL PIPES AND LEAKING HOUSING 
FILTER CORRECTION  REPLACEMENT OF FUEL PIPES AND FILTER HOUSING",{},N/A,N/A,N/A,N/A,N/A,N/A
COMPLAINT UNIK NAFTY U HRDLA CAUSE PRASKLY PLASTOVY SVAR NA KOLENU PLOVAKU NAFTOVE NADRZE CORRECTION VYMENA,FUEL FILLER,BREAK,BREATHER PIPE,4.0,27.97,COMPLAIN  DIESEL LEAK AT THE THROAT CAUSE  THE PLASTIC WELD ON THE KNEE OF THE OIL TANK FLOAT CRASHED  CORRECTION  EXCHANGE,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT VEHICLE HAS A TERRIBLE VIBRATION/SHUDDER OVER 
105KM/HR CAUSE RUNOUT ON FRONT SHAFT SHAFT FROM FACTORY - CORRECTION TEST DROVE TO CHECK THE VIBRATION, THEN CHECKED 
ALL THE
SHAFT ANGLES. ALL ANGLES CHECKED, ADJUSTED 
GEARBOX ANGLE TO
5 DEGREE AND ROADTESTED, FAULT STILL PRESENT. ALL 
OTHER
ANGLES GOOD=10WU. INSPECTED SHAFT FOR RUN OUT 
AND IT HAS TOO
MUCH RUN OUT IN THE FRONT SHAFT AND
REAR SHAFT. ORDER NEW SHAFT ASSEMBLEY ,. PARTS
ARRIVED FROM ITALY AND FITTED TO VEHICLE. 
ROADTESTED ALL OK
EXT LAB= NO SRT IN IWD , INCLUDES DIAGNOSIS",PROP.SHAFT GEAR/B TO RA,DEFECT,SLIDING PROP.SHAFT,1.0,874.175,"COMPLAINT VEHICLE HAS A TERRIBLE VIBRATION/SHUDDER OVER 
105KM/HR CAUSE RUNOUT ON FRONT SHAFT SHAFT FROM FACTORY - CORRECTION TEST DROVE TO CHECK THE VIBRATION, THEN CHECKED 
ALL THE
SHAFT ANGLES. ALL ANGLES CHECKED, ADJUSTED 
GEARBOX ANGLE TO
5 DEGREE AND ROADTESTED, FAULT STILL PRESENT. ALL 
OTHER
ANGLES GOOD=10WU. INSPECTED SHAFT FOR RUN OUT 
AND IT HAS TOO
MUCH RUN OUT IN THE FRONT SHAFT AND
REAR SHAFT. ORDER NEW SHAFT ASSEMBLEY ,. PARTS
ARRIVED FROM ITALY AND FITTED TO VEHICLE. 
ROADTESTED ALL OK
EXT LAB= NO SRT IN IWD , INCLUDES DIAGNOSIS",{},N/A,N/A,N/A,N/A,N/A,N/A
INCIDENT perte de puissance + temoin moteur - icc 8001772493 CAUSE durite intercooler hs SOLUTION remplacer durite + effacer defauts,SLEEVES,LOOSE RETAINER,RUBBER SLEEVE,1.0,188.35,INCIDENT  loss of power + engine light - icc 8001772493  CAUSE hs intercooler hose  SOLUTION  replace hose + clear faults,{},N/A,N/A,N/A,N/A,N/A,N/A
"INCIDENT VOYANT MOTEUR CAUSE DEFAUT CATA SOLUTION 295501104 PRÉPARATION STATION U.D.T. -1 
295567104 DIAGNOSTIC SYSTÈME EDC MOTEUR -4 
295567152 LECTURE MÉMOIRE DES DÉFAUTS ET SUPPRESSION 
-1 
295558110 RÉGÉNÉRATION FORCÉE FILTRE À PARTICULES -3
",PARTICULATE TRAP,DEFECT,CATALYTIC SILENCER,0.0,73.8,"INCIDENT  ENGINE LIGHT CAUSE  CATA FAULT  SOLUTION 295501104 U.D.T. STATION PREPARATION -1 
295567104 DIAGNOSIS EDC ENGINE SYSTEM -4 
295567152 FAULT MEMORY READING AND DELETION 
-1 
295558110 FORCED REGENERATION PARTICLE FILTER -3",{},N/A,N/A,N/A,N/A,N/A,N/A
REKL Ungenügende Handbremswirkung GRUND Rechtes Handbremsseil gefessen KORRECTUR Rechtes Seil erneuern,REAR CABLE,SEIZURE,HAND BRAKE CABLE,1.0,67.17,REKL  Insufficient handbrake effect  REASON Right hand brake cable tied  CORRECTION Replace right rope,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT ENGINE OVERHEATING CAUSE WATER PUMP BELT TENSIONER BLOCKED, CONSENQUENTLY 
BELT BROKE OFF AND CAUSED ENGINE OVERHEATING CORRECTION REPLACE BELT AND TENSIONER",MOVABLE BELT TENSIONER,BLOCKAGE,BELT TENSIONER,2.0,68.68,"COMPLAINT ENGINE OVERHEATING CAUSE WATER PUMP BELT TENSIONER BLOCKED, CONSENQUENTLY 
BELT BROKE OFF AND CAUSED ENGINE OVERHEATING CORRECTION REPLACE BELT AND TENSIONER",{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA Nie odbija hamulec w przednim lewym kole.  CPRZ Zablokowane prowadnice wprzednim lewym zacisku hamulcowym.  KORECTA Wymiana prowdnic w przednim lewym zacisku hamulcowym.,BRAKE CALIPER GUIDING PIN,SEIZURE,KIT-BRAKE CALIPER,2.0,74.024609, COMPLAINT  The brake in the front left wheel does not engage.  CPRZ  Blocked guides in the front left brake caliper.  CORRECTION  Replacing the guides in the front left brake caliper.,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Customer claims about ABS, ESP system faults on IC CAUSE After vehicle inspection, UDT diagnostics was identified that abs sensor 
space is defective, we regulate it CORRECTION Did UDT diagnostics, regulate abs rear wheels sensors
Economy used for additional wok time with UDT diagnostics tool, 
vehicle tests on the road",SENSOR,DEFECT,SENSOR,1.0,201.13,"COMPLAINT Customer claims about ABS, ESP system faults on IC CAUSE After vehicle inspection, UDT diagnostics was identified that abs sensor 
space is defective, we regulate it CORRECTION Did UDT diagnostics, regulate abs rear wheels sensors
Economy used for additional wok time with UDT diagnostics tool, 
vehicle tests on the road",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT ANMÄLT FEL 1: MOTORFEL, FINNS INGEN ÖVRIG INFO FRÅN 
BÄRGARE ELLER STATION ANM, KOM BÄRGAD 2022-04-27 KL 
14:24 //JB CAUSE FELMINNE, FELINDIKERING VÄRMESLANG TILL ADBLUE, UTFÖRT 
UPPMÄTNING VÄRMESLINGA MATARLEDNING, KONSTATERAR 
FELAKTIGT VÄRDE, NY MATARLEDNING KRÄVS, UTFÖRT BYTE 
DITO, RADERING FELMINNE, UTFÖRT TRICKPROGRAMMERING 
ECM, ÅTGÄRD 1: - FELSÖKNING, UPPKOPPLING 
DIAGNOSDATOR, URLÄSNING FUNKTIONSKONTROLL SAMT 
PROVKÖRNING UTAN ANMÄRKNING, CORRECTION FELMINNE, FELINDIKERING VÄRMESLANG TILL ADBLUE, UTFÖRT 
UPPMÄTNING VÄRMESLINGA MATARLEDNING, KONSTATERAR 
FELAKTIGT VÄRDE, NY MATARLEDNING KRÄVS, UTFÖRT BYTE 
DITO, RADERING FELMINNE, UTFÖRT TRICKPROGRAMMERING 
ECM, ÅTGÄRD 1: - FELSÖKNING, UPPKOPPLING 
DIAGNOSDATOR, URLÄSNING FUNKTIONSKONTROLL SAMT 
PROVKÖRNING UTAN ANMÄRKNING,",PREPARATIONS,BREAK,DELIVERY LINE,1.0,441.5,"COMPLAIN  REPORTED ERROR 1: ENGINE FAILURE, THERE IS NO OTHER INFO FROM 
RESCUE OR STATION NOTE, COME RESCUED AT 04/27/2022 AT 
14:24 //JB CAUSE  ERROR MEMORY, ERROR INDICATION HEATING HOSE TO ADBLUE, DONE 
MEASURING HEATING LOOP SUPPLY LINE, DETERMINE 
INCORRECT VALUE, NEW FEEDER REQUIRED, REPLACEMENT DONE 
DITTO, ERASE ERROR MEMORY, DONE PROGRAMMING 
ECM, ACTION 1: - TROUBLESHOOTING, CONNECTION 
DIAGNOSTIC COMPUTER, READOUT FUNCTION CHECK AND 
TEST DRIVE WITHOUT REMARKS,  CORRECTION  ERROR MEMORY, ERROR INDICATION HEATER HOSE TO ADBLUE, DONE 
MEASURING HEATING LOOP SUPPLY LINE, DETERMINE 
INCORRECT VALUE, NEW FEEDER REQUIRED, REPLACEMENT DONE 
DITTO, ERASE ERROR MEMORY, DONE PROGRAMMING 
ECM, ACTION 1: - TROUBLESHOOTING, CONNECTION 
DIAGNOSTIC COMPUTER, READOUT FUNCTION CHECK AND 
TEST DRIVE WITHOUT NOTE,",{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL Diverse Fehlermeldungen aktiv GRUND Diverse Fehlermeldungen aktiv KORRECTUR Adbluestörung, Fehlerspeicher ausgelesen 001102-05 aktiv gespeichert. 
Adblueheizung Unterbrechung überprüft und durchgemessen Sollwert 1,5-
3, ISTwert 55. Heizung defekt, aus- und eingebaut und erneuert. 
Fehlerspeicher gelöscht",PIPES AD-BLUE,DEFECT,DELIVERY LINE,1.0,135.04,"REKL  Various error messages active  REASON Various error messages active  CORRECTION  Adblue fault, fault memory read 001102-05 actively saved. 
Adblue heating interruption checked and measured, setpoint 1.5-
3, ACTUAL value 55. Heating defective, removed and installed and replaced. 
Error memory deleted",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT nødservice CAUSE udkald til kundens location CORRECTION kørsel tekniker tur/retur 13 WU samt kørsel servicevogn 72 kilometer 
a 7,40 kroner - dossier 8001873697",ANS 24 HOURS,DOWNTIME,PUMP,0.0,219.544236,"COMPLAIN  emergency service CAUSE  call out to the customer's location  CORRECTION driving technician round trip 13 WU and driving service van 72 kilometers 
a DKK 7.40 - dossier 8001873697",{},N/A,N/A,N/A,N/A,N/A,N/A
 INCIDENT VITESSES PASSENT MAL  CAUSE VITESSES PASSENT MAL  SOLUTION 530520 007 LVITESSES PASSENT MALREGLAGE ENSEMBLE TRINGLERIE,GEAR SELECTOR,BLOCKAGE,FLEXIBLE CONTROL,0.0,180.0, INCIDENT  GEARS ARE GOING WRONG   CAUSE GEAR SHIFT INCORRECTLY   SOLUTION  530520 007 SPEEDS CHANGE IMPROPERLY LINKAGE ASSEMBLY,{},N/A,N/A,N/A,N/A,N/A,N/A
"Fejl Bil melder EDC fejl. Årsag Nox sensor upstream defekt. Rettelse Fejl udlæst.
Nox sensor udskiftet.",NOX DETECTION SENSOR,SHORT CIRCUIT,NOX SENSOR,1.0,275.985255,"Error  Car reports EDC error. Cause  Nox sensor upstream defective. Correction  Error read out.
Nox sensor replaced.",{},N/A,N/A,N/A,N/A,N/A,N/A
TIPO DANNO SPIA OBD ACCESA CAUSA GUASTO INTERNO MARMITTA CATALITICA CORREZIONE SOSTITUZIONE MARMITTA CATALITICA,PARTICULATE TRAP,DEFECT,CATALYTIC SILENCER,5.0,1835.23,DAMAGE TYPE  OBD LIGHT ON CAUSE  INTERNAL CATALYTIC MUFFLER FAULT  CORRECTION CATALYTIC MUFFLER REPLACEMENT,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT ATTEND TO VEHICLE REPORTED NON-START CAUSE CHECKED BATTERY CONDITION.CHARGE & RETEST 
ISSUE.FOLLOWED VEHICLE BACK TO WORKSHOP FOR FURTHER 
ANALYSIS.BATTERY PUT ON CHARGE OVERNIG HT FOR FURTHER 
TEST.TESETED BATTERY AGAIN & RESULT WAS RECHARGE & RE-
TEST. CORRECTION FITTED NEW BATTERY DUE TO TEST & CHARGE/RECHARGE X2 
RESULTS LOGGED ON UDT.",BATTERY,LOW OUTPUT/EFFICIENCY,BATTERY,1.0,270.459771,"COMPLAINT ATTEND TO VEHICLE REPORTED NON-START CAUSE CHECKED BATTERY CONDITION.CHARGE & RETEST 
ISSUE.FOLLOWED VEHICLE BACK TO WORKSHOP FOR FURTHER 
ANALYSIS.BATTERY PUT ON CHARGE OVERNIG HT FOR FURTHER 
TEST.TESETED BATTERY AGAIN & RESULT WAS RECHARGE & RE-
TEST. CORRECTION FITTED NEW BATTERY DUE TO TEST & CHARGE/RECHARGE X2 
RESULTS LOGGED ON UDT.",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Knocking sound in front, while driving through the pot-
hole, creak sound while rotating steering wheel
 CAUSE After FA inspection was identified that left side upper ball 
joint is loose, cracked rubber cover and water with mud 
deformed it
 CORRECTION Replace left side upper ball joint",SUSP.ARM BALL JOINTS,DEFORMED,BALL JOINT,2.0,107.19,"COMPLAINT Knocking sound in front, while driving through the pot-
hole, creak sound while rotating steering wheel
 CAUSE After FA inspection was identified that left side upper ball 
joint is loose, cracked rubber cover and water with mud 
deformed it
 CORRECTION Replace left side upper ball joint",{},N/A,N/A,N/A,N/A,N/A,N/A
COMPLAINT Svítí závada motoru CAUSE Diagnostika - zkrat výhřevu hadice AD Blue CORRECTION Výměna,PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,110.12,COMPLAIN  Engine fault lights up CAUSE  Diagnostics - AD Blue hose heating short circuit  CORRECTION Exchange,{},N/A,N/A,N/A,N/A,N/A,N/A
" REKL FAHRZEUG SPRINGT ZEITWEISE NICHT AN  GRUND MASSEKABEL MOTOR UEBERGANGSWIEDERSTAND  KORRECTUR START UND LADEANLAGE üBERPRüFT, BATTERIE ABGEKLEMMT VERKABELUNG üBEPüFT UND MASSEVERBNDUNG üBERPRüFT MASSEKABEL AUE RINGZUNGE INSTAN DGESETZT",GROUND LEAD,DEFECTIVE CONTACTS,HOOD WIRING,0.0,148.16," REKL  VEHICLE WILL NOT START TEMPORARILY   REASON GROUND CABLE MOTOR TRANSITION RESISTANCE   CORRECTION  START AND CHARGING SYSTEM CHECKED, BATTERY DISCONNECTED CABLING CHECKED AND GROUND CONNECTION CHECKED GROUND CABLE OUT OF RING TANG INSTANT",{},N/A,N/A,N/A,N/A,N/A,N/A
 REKL Motorhaube Íffnet nicht.  GRUND Motorhauben-èffnungszug werkseitig nicht eingehÄngt.  KORRECTUR èffnungszug bei geschlossener Motorhaube korrekt montiert. Schwierige BauteilzugÄnglichkeit!!,HOOD CONTROL CABLE,NOT ASSEMBLED,FLEXIBLE CONTROL,0.0,205.85, REKL  Engine hood won't open.  REASON  Bonnet opening cable not attached at the factory.  CORRECTION  Opening cable installed correctly with the hood closed. Difficult component access!!,{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO SPIA MOTORE ACCESA  CAUSA CONTATTI CONNESSIONE DIFETTOSI SENSORE TEMPERATURA  CORREZIONE DIAGNOSI CON UDT. RICERCA GUASTO E SOST. SENSORE TEMPERATURA,TEMPERATURE SENSOR,DEFECTIVE CONTACTS,EXH.GAS TEMP. SENSOR,1.0,90.43, DAMAGE TYPE  ENGINE LIGHT ON  CAUSE  FAULTY CONNECTION CONTACTS TEMPERATURE SENSOR   CORRECTION DIAGNOSIS WITH UDT. TROUBLESHOOTING AND REPLACEMENT TEMPERATURE SENSOR,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Check engine message appear, adblue warning light is on and vehicle is 
moving with limited torque CAUSE EGR valve is defective CORRECTION Replace EGR valve",EGR VALVE,DEFECT,EGR VALVE,1.0,372.783464,"COMPLAINT Check engine message appear, adblue warning light is on and vehicle is 
moving with limited torque CAUSE EGR valve is defective CORRECTION Replace EGR valve",{},N/A,N/A,N/A,N/A,N/A,N/A
" INCIDENT PANNE ACTIVE DANS BODY COMPUTER BCM  CAUSE DEFAUT GENERIQUE DANS CENTRALE BCM  SOLUTION DIAGNOSTIC, CONTROLES ELECTRIQUES, THD 106301824, RESET CENTRALES EN DEBRANCHANT LA BATTERIE (NON OK), DEPOSE REPOSE BODY, EFFACER P ANNES. HORS BAREME 1.50H POUR RECHERCHE PANNE ACTIVE BODY COMPUTER",BODY COMPUTER,DEFECT,ECU-BODY COMPUTER,0.0,381.8," INCIDENT  ACTIVE FAILURE IN BODY COMPUTER BCM   CAUSE GENERIC FAULT IN BCM CONTROL UNIT   SOLUTION  DIAGNOSIS, ELECTRICAL CHECKS, THD 106301824, CENTRAL RESET BY DISCONNECTING THE BATTERY (NOT OK), REMOVAL AND REFITTING BODY, CLEAR TROUBLES. EXCEPT SCALE 1.50H FOR ACTIVE BODY COMPUTER FAILURE RESEARCH",{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO SPIA CANDELETTE ACCESA  CAUSA CANDELETTA BRUCIATA  CORREZIONE SOST. CANDELLETTA,PREHEATER PLUGS,BURNT-OUT,HEATER PLUG,1.0,74.47, DAMAGE TYPE  GLOW LIGHT ON  CAUSE  BURNED GLOW PLUG   CORRECTION REPLACEMENT. CANDLE,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Únik oleja z motora CAUSE Netesný zvar okolo výpustnej skrutky olejovej vane CORRECTION D-M olejovej vane, výmena",OIL SUMP,CRACKED,OIL SUMP,4.0,253.25,"COMPLAIN  Engine oil leakage CAUSE  Leaky weld around oil pan drain screw  CORRECTION D-M oil pan, replacement",{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL Heizleistung zu niedrig GRUND Heiz- und Kühlsystem verschmutzt. KORRECTUR Ursache der Störung suchen, Heizklappe und Seilzug kontrollieren, dazu 
Armaturenbrett zerlegen. Heizelement und Kühlsystem entkalken, reinigen, 
spülen und mit neuem Kühlmittel befüllen.",HEATER,LOW OUTPUT/EFFICIENCY,RADIATOR/HEATER,8.5,681.684685,"REKL  Heating output too low  REASON Heating and cooling system dirty. CORRECTION  Find the cause of the problem, check the heating flap and cable 
Dismantle the dashboard. Descale and clean the heating element and cooling system, 
Flush and fill with new coolant.",{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL Batterie keine Leistung GRUND Batterie zusammen gebrochen KORRECTUR Batterie geladen, dennoch keine Leistung bzw. zu wenig. 
Batterie erneuert",BATTERY,LOW OUTPUT/EFFICIENCY,BATTERY,1.0,265.28,"REKL  Battery no power  REASON Battery collapsed  CORRECTION  Battery charged, but no power or too little. 
Battery replaced",{},N/A,N/A,N/A,N/A,N/A,N/A
KLACHT FOUTCODE MOTOR OORZAAK TEMPERATUURSENSOR GEEFT VERKEERDE WAARDE DOOR CORRECTIE UITLEZEN EN WISSEN FOUTEN - VERVANGEN SENSOR,AIR TEMPERATURE SENSOR,DEFECTIVE CONTACTS,TEMP. TRANSMITTER,1.0,149.98,COMPLAINT  ENGINE ERROR CODE CAUSE  TEMPERATURE SENSOR REDUCES WRONG VALUE  CORRECTION READ AND CLEAR ERRORS - REPLACE SENSOR,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT REAR OF TRANSFER CASE LEAK, CAUSE PREMATURE LOSS OF TENSION CAUSING REAR OUTPUT SEAL LEAK 
ON TRANSFER CASE. CORRECTION DROVE VEHICLE INTO WORKSHOP
HOISTED VEHICLE
INSPECTED
FOUND LEAK TO BE COMING FROM TRANSFER CASE REAR 
OUTPUT SEAL
UNBOLTED FRONT AND REAR TAILSHAFTS TO GAIN ACCESS TO 
OUTPUT SHAFT SEAL. UNDONE OUTPUT SHAFT RETAINING NUT.
UNDONE GUARD AROUND IT. PUSHED SEAL OUT
CLEANED UP BOTH SURFACES. FITTED NEW SEAL AND NUT
TORQUED TO SPECIFICATIONS. REFITTED SHAFTS. TENSIONED
TEST DROVE - ALL OK",FLANGE GASKET,OIL LEAKS,GASKET,2.0,118.20625,"COMPLAINT REAR OF TRANSFER CASE LEAK, CAUSE PREMATURE LOSS OF TENSION CAUSING REAR OUTPUT SEAL LEAK 
ON TRANSFER CASE. CORRECTION DROVE VEHICLE INTO WORKSHOP
HOISTED VEHICLE
INSPECTED
FOUND LEAK TO BE COMING FROM TRANSFER CASE REAR 
OUTPUT SEAL
UNBOLTED FRONT AND REAR TAILSHAFTS TO GAIN ACCESS TO 
OUTPUT SHAFT SEAL. UNDONE OUTPUT SHAFT RETAINING NUT.
UNDONE GUARD AROUND IT. PUSHED SEAL OUT
CLEANED UP BOTH SURFACES. FITTED NEW SEAL AND NUT
TORQUED TO SPECIFICATIONS. REFITTED SHAFTS. TENSIONED
TEST DROVE - ALL OK",{},N/A,N/A,N/A,N/A,N/A,N/A
COMPLAINT ATTEND BRD CAUSE ATTEND BRD CORRECTION ATTEND BRD,ANS 24 HOURS,MISCELLANEOUS,RUBBER SLEEVE,0.0,169.655172,COMPLAINT ATTEND BRD CAUSE ATTEND BRD CORRECTION ATTEND BRD,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT svítí kontrolka emisí oranžově
bliká kontrolka vstřikování močoviny CAUSE diagnostika a kontrola el.instalace- vadný snímač NOX za 
katalyzátorem CORRECTION výměna snímače",NOX DETECTION SENSOR,DEFECT,SENSOR,1.0,221.66,"COMPLAIN  the emission light is orange
Urea injection light flashing CAUSE  diagnosis and control of electrical installation - defective NOX sensor for 
catalyst CORRECTION  sensor replacement",{},N/A,N/A,N/A,N/A,N/A,N/A
" REKL MIT SERVICE FAHRZEUG ZUM PANNENORT (EIKELOH) FAHREN, FAHRZEUG VOR ORT  GRUND KRAFTSTOFFVERLUSTE - DIESEL TROPFT AB  KORRECTUR FAHRT ZUM STANDORT DES FAHRZEUGES, PANNENORT ABGESICHERT = 14 KM = FM FüR SERVICEWAGENPAUSCHALE",ANS 24 HOURS,MISCELLANEOUS,FUEL LINE,0.0,70.5," REKL  DRIVE VEHICLE TO THE SITE OF BREAKDOWN (EIKELOH) WITH SERVICE, VEHICLE ON SITE   REASON FUEL LOSSES - DIESEL DRIPS  CORRECTION  DRIVE TO THE LOCATION OF THE VEHICLE, BREAKDOWN LOCATION SECURED = 14 KM = FM FOR SERVICE CAR PAYMENT",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT ABS FAULT CAUSE CARRIED OUT CHECKS FOUND WIRING FAULT TO ABS SENSOR 
CAUSING O/C CORRECTION REPAIRED WIRING AS REQUIRED AND REASSEMBLE AND SECURED 
LOOM. RECHECKED OKAY",CHASSIS LOOM,SHORT CIRCUIT,FRAME WIRING,1.0,81.793103,"COMPLAINT ABS FAULT CAUSE CARRIED OUT CHECKS FOUND WIRING FAULT TO ABS SENSOR 
CAUSING O/C CORRECTION REPAIRED WIRING AS REQUIRED AND REASSEMBLE AND SECURED 
LOOM. RECHECKED OKAY",{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO SPIA FRENI ACCESA  CAUSA SENSORE USURA FRENI CON CONNESSIONI DIFETTOSE  CORREZIONE S/R SENSORE USURA PER SOSTITUZIONE,PAD WEAR SENSOR,DEFECTIVE CONTACTS,BRAKEWEARINDIC.EL.,1.0,62.27, DAMAGE TYPE  BRAKE LIGHT ON  CAUSE  BRAKE WEAR SENSOR WITH DEFECTIVE CONNECTIONS   CORRECTION S/R WEAR SENSOR FOR REPLACEMENT,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT OBD indicator lights. CAUSE Defective ad blue heating hose. CORRECTION Diagnostics ECM, SCR and ad blue systems, engine test, replacement ad 
blue heating hosse, tests after repair.",PIPES AD-BLUE,DEFECTIVE CONTACTS,DELIVERY LINE,1.0,218.08,"COMPLAINT OBD indicator lights. CAUSE Defective ad blue heating hose. CORRECTION Diagnostics ECM, SCR and ad blue systems, engine test, replacement ad 
blue heating hosse, tests after repair.",{},N/A,N/A,N/A,N/A,N/A,N/A
 INCIDENT VOYANT AEBS ALLUME  CAUSE CONTROLE AVEC ESAY. DESALIGNEMENT RADAR ACC  SOLUTION PROGRAMMATION RADAR. EFFACEMENT DES PANNES,ACC SENSOR,MISALIGNED,SENSOR,0.0,133.0, INCIDENT  AEBS LIGHT ON   CAUSE CHECK WITH ESAY. ACC RADAR MISALIGNMENT  SOLUTION  RADAR PROGRAMMING. CLEARING TROUBLES,{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA UBYTEK OLEJU PRZEDNIA OS  CPRZ WYPRACOWANA BIEZNIA USZCZELNIACZA  KORECTA WYMIANA USZCZELNIACZA,CRANKSHAFT FRONT SEAL,SEIZURE,SHAFT SEAL,2.0,102.91158, COMPLAINT  OIL LOSS FRONT AXLE   CPRZ SEALANT RACE WORKED   CORRECTION  REPLACEMENT OF SEALER,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Indication for problem. CAUSE The diagnostics showed that the pop-off valve is not working correctly 
maybe due to electrical defect.
 CORRECTION The pop-off valve should be replaced.
",POP-OFF VALVE,SHORT CIRCUIT,VALVE,1.0,137.12,"COMPLAINT Indication for problem. CAUSE The diagnostics showed that the pop-off valve is not working correctly 
maybe due to electrical defect.
 CORRECTION The pop-off valve should be replaced.",{},N/A,N/A,N/A,N/A,N/A,N/A
" REKL POSITIONSLEUCHTE FUNKTIONIERT NICHT MEHR.  GRUND ANSCHLüSSE MESSEN, IN ORNDUNG. LEUCHTE IST INNEN VERROSTET DURCH WASSEREINTRITT.  KORRECTUR LEUCHTE LINKS ERSETZEN. RB",LATERAL MARKER LIGHT,WATER INFILTRATION,SIDE LIGHT,1.0,50.0," REKL  POSITION LIGHT NO LONGER WORKING.  REASON  MEASURE CONNECTIONS, OK. LIGHT IS RUSTED INSIDE DUE TO WATER INTRUSION.  CORRECTION  REPLACE LEFT LIGHT. RB",{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA ZAPALA SIE KONTROLKA ABS  CPRZ USZKODZENIE ELEKTRYCZNE WEWNETRZNE CZUJNIKA ABS TYL LEWA STRONA  KORECTA WYMIANA CZUJNIKA ABS TYL LEWA STRONA,SENSOR,DEFECT,SENSOR,1.0,130.157894, COMPLAINT  ABS INDICATOR LIGHT IS ON   CPRZ INTERNAL ELECTRICAL DAMAGE TO ABS SENSOR REAR LEFT SIDE   CORRECTION  REPLACEMENT OF ABS SENSOR REAR LEFT SIDE,{},N/A,N/A,N/A,N/A,N/A,N/A
