DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost
"******************************COMPLAINT******************************* check glow plug warning light ********************************CAUSE********************************* glow plugs out of spec ******************************CORRECTION****************************** carried out scan glow plug code fault test relay okay fault still 
present check fuse battery and earths ok carried out repair guide 
test wiring test glow plugs 0.9 ohms log assist case follow checks 
do reset relay road test engine light for boost pressure sensor 
cleaned sensor road test no engine lights customer took vehicle 
light re occurred same codes pulled fuse to clear codes road tested 
did not reoccur glow plug light back on carried out oem reset 
carried out repair guide found glow plugs out of spec replaced reset 
tested okay
used extra labour as below
Road testing 30 units check as per assist 30 units clearing fault 20 
units
see attached easy report",PREHEATER PLUGS,SHORT CIRCUIT,HEATER PLUG,1.0,213.55625
* ******************************SKARGA********************************** HOLOWANIE * ********************************CPRZ********************************** HOLOWANIE * ******************************KORECTA********************************* HOLOWANIE,ANS 24H RECOVERY CHARGE,MISCELLANEOUS,PM SENSOR,0.0,440.658947
"******************************KLACHT********************************** NAZICHT WERKING HANDREM ********************************OORZAAK******************************* KABEL GESMOLTEN DOOR UITLAAT ******************************CORRECTIE******************************* DIAGNOSE; NAZICHT WERKING HANDREM; VISUELE 
CONTROLE; KABEL GESMOLTEN DOOR UITLAAT; VERVANGEN 
DEFECTE KABEL; AFREGELEN; NA CONTROLE; --> ALLES IS OK",REAR CABLE,DEFECT,HAND BRAKE CABLE,1.0,51.58
******************************TIPO_DANNO****************************** RUMOROSITA' ALBERO STERZO SU STRADA DISSESTATA ********************************CAUSA********************************* SCATOLA GUIDA RUMOROSA ******************************CORREZIONE****************************** SOST. SCATOLA GUIDA RIF. WPA 107734888,ELE./MECH/POWER STEERING,NOISE,POWER STEERING,1.0,2036.76
"******************************SICAYET********************************* FRENLER BOŞALIYOR. ********************************NEDEN********************************* YAPILAN SERVİS KONTROLÜNDE ARACIN FREN ANA MERKEZİN İÇ 
KISMINDAN DEFORME OLDUĞU GÖRÜLDÜ. ******************************YAPILANIS******************************* DEĞİŞİMİ YAPILARAK ARIZA GİDERİLDİ.SERVİS BÜNYESİNDE 
HİDROLİK 250 TL EKLENMİŞTİR.",POWER BRAKE HYD.CYLINDER,DEFORMED,KIT-SERVOBRAKES,2.0,202.626316
* ******************************SKARGA********************************** ZGRZYTA 5 BIEG * ********************************CPRZ********************************** ODKSZTALCONY SYNCHRONIZATOR BIEGU 5 * ******************************KORECTA********************************* WYMINA SYNCHRONIZATORA BIEGU 5,5-6 SP.SYNCHRO ASSY,DEFECT,KIT-SYNCHRONIZER,12.0,657.348993
"******************************COMPLAINT******************************* Inducement ligh blinking. ********************************CAUSE********************************* Fault memory readed -> Nox sensor failure on error memory-> 
measured wire harness-> meausured ground and power-> Nox sensor 
faulty ******************************CORRECTION****************************** Renew Nox-sensor",NOX DETECTION SENSOR,DEFECT,SENSOR,1.0,373.1
* ******************************REKL************************************ VORDERE DACHBEGRENZUNGSLEUCHTEN OHNE FUNKTION * ********************************GRUND******************************** /WASSEREINTRITT * ******************************KORRECTUR******************************* 2 DACHBEGRENZUNGSLEUCHTEN ERNEUERN,MARKER LIGHTS,WATER INFILTRATION,SIDE LIGHT,2.0,107.64
* ******************************INCIDENT******************************** PAS DE DEMARRAGE * ********************************CAUSE********************************* COURT CIRCUIT BATTERIE * ******************************SOLUTION******************************** DEMARRAGE VEHICULE AVEC BOOSTER -> CONTROLE EFFICACITER BATTERIE -> ECHANGE BATTERIE,BATTERY,SHORT CIRCUIT,BATTERY,2.0,374.3
"******************************RECLAMO******************************* PERDIDA AGUA MOTOR ********************************CAUSA********************************* DEFORMACION JUNTA CULATA ******************************SOLUCION****************************** COMPROBAR FUGA DE AGUA MOTOR, COMPROBAR 
CULATA, CAMBIAR JUNTA CULATA Y ACC",CYLINDER HEAD GASKET,DEFORMED,CYL.HEAD GASKET,23.0,1248.53
"* ******************************REKL************************************ Kundenbeanstandung: Zeitweise wird Airbag defekt angezeigt * ********************************GRUND******************************** Software der Instrumententafel TFC ist nicht auf dem aktuellen Stand * ******************************KORRECTUR******************************* Software lt. Wissensdatenbank-Artikel KA-ID: KA000004971 aktualisieren (Die Meldung ""Air bag failure see a handbook"" (StÍrung Airbag , im Handbuch nachlesen) wird beim Einschalten der ZÜndung auf der Instrumententafel angezeigt)",INSTRUMENT DISPLAY,SHORT CIRCUIT,ECU-AIR BAG,0.0,42.25
******************************RECLAMO******************************* revisar radio se apaga sola ********************************CAUSA********************************* RADIO DEFECTUOSA ******************************SOLUCION****************************** SUSTITUCION DE RADIO DEFECTUOSA FALLO INTERNO,DAB RADIO BLUETOOTH,DEFECT,RADIO,2.0,858.9
"******************************SICAYET********************************* İŞLEMLER SIRASINDA ********************************NEDEN********************************* DEBRİYAJ ÜST MERKEZ PİSTONU SPORT BAĞLANTI YERİNDE 
VE PEDAL SPORT PİMİNDE DEFORME OLDUĞU GÖRÜLDÜ. ******************************YAPILANIS******************************* DEBRİYAJ MERKEZİ VE PEDAL SPORTU DEĞİŞTİRİLDİ",CLUTCH SYS TANK AND PUMP,DEFORMED,KIT-HYDRAULIC CYL,2.0,166.788597
******************************COMPLAINT******************************* HORN NOT WORK ********************************CAUSE********************************* DEFECTIVE HORN DUE TO INTERNAL FAULT ******************************CORRECTION****************************** HORN REPLACEMENT,HORN,DEFECT,HORN,1.0,36.24
"******************************REKL************************************ Fahrzeug startet sporadisch nicht. ********************************GRUND********************************* Massekabel an Chassis macht keinen richtigen kontakt. ******************************KORRECTUR******************************* Mit UDT Fehler auslesen, diverse Fehler in Steuergerät, Verkabelung vom 
Motor kontrollieren, alles in Ordnung, Massekabel kontrollieren, Schraube von 
Masseband nicht richtig angezogen und dadurch nicht immer sauberen 
kontakt. Dieses Anziehen Zusatzzeit: Diagnose",GROUND LEAD,DEFECT,INSTRUCTION,0.0,242.307692
"******************************INCIDENT******************************** VOYANT MOTEUR ET FILTRE A PARTICULES ALLUMES ********************************CAUSE********************************* RUPTURE TUY. ET MANCHONS DE DEPRESSION DU RESERVOIR 
D'AIR AU SERVO FREINS ******************************SOLUTION******************************** DIAGNOSTID,CHECK MOTEUR,TEST TURBINE,CONTROLE TURBO 
+ SYSTEME INTERCOOLER,PROCEDURE GUIDEE,REMPLACER 
CONDUITE DE DEPRESSION,EFFACER PANNES,ESSAI 
ECONOMY: ESSAI DYNAMIQUE POUR VALIDER LA REPARATION = 
5UT",PIPES AND SLEEVES,BREAK,HOSE,19.0,539.24
"******************************RECLAMO******************************* AIRE ACONDICIONADO LADO CONDUCTOR NO FUNCIONA ********************************CAUSA********************************* DEFECTO INSTALAC CABLE EXCITACION COMPRESOR/ASIST 
107660636 ******************************SOLUCION****************************** INST. ELECTRICA BASTIDOR",CONDIT.CONTROL UNIT CONN,DEFECTIVE CONTACTS,CONNECTION,0.0,62.0
"******************************COMPLAINT******************************* Motor warning light active - warning for low coolant fluid even though 
the level is at max. plus a warning light the customer describes as ""like 
a waterfall"" ********************************CAUSE********************************* Diagnose with computer. fault reading for both downstream nox 
sensor and gas pedal. 
check of cables to sensor, no fault found. Remove sensor to 
replace but the part number received does not match that required. 
Remount sensor and reorder parts. ******************************CORRECTION****************************** When new sensor arrives, replace nnox sensor and gas pedal.
top up motor oil.
Test drive and carryout computer controlled cleaning of particle 
filter. 

Fault not returning all ok.

Economy:
troubleshooting
rechanging the sensor after the wrong part was sent with first order.
Test drive of vehicle.",NOX DETECTION SENSOR,DEFECT,SENSOR,3.5,678.836
"******************************COMPLAINT******************************* OBD, iducement trvale bliká, hláška nechte zkontrolovat motor, 
omezený výkon ********************************CAUSE********************************* LOW OUTPUT/EFFICIENCY ******************************CORRECTION****************************** diagnostika, testy, měření el. instalace, řízený postup, výměna ventilu 
EGR, oprava el. instalace, zpětná kompletace, jízdní test",EGR VALVE,LOW OUTPUT/EFFICIENCY,EGR VALVE,1.0,412.76
"******************************SKARGA********************************** PISK POD MASKA SILNIKA ********************************CPRZ********************************** NAPINACZ PASKA KLIMATYZACJI-ZACIERA SIE LOZYSKO,PASEK 
PRZEGRZANY,SPEKANY ******************************KORECTA********************************* WYMIANA NAPINACZA ORAZ PASKA KLIMATYZACJI",BELT TENSIONER,DEFORMED,BELT TENSIONER,2.0,35.18792
"******************************SKARGA********************************** WYCIEKI OLEJU Z SILNIKA Z OKOLICY POMPY WTRYSKOWEJ I WSPOMAGANIA ********************************CPRZ********************************** WYCIEK OLEJU POPRZEZ GWINT SZPILEK BLOKU KTORE FABRYCZNIE NIE SA MONTOWANE NA KLEJ MONTAZOWY ******************************KORECTA********************************* WERYFIKACJA USTERKI,D/M ELEM KOLID,PONOWNY MONT SRUB MOCOW POMPY WTRYSK I WSPOM NA KLEJ,WYM USZCZELN",DRIVE SHAFT SUPPORT,INCORRECT ASSEMBLY,STUD,10.0,434.747367
******************************INCIDENT******************************** manque de puissance ********************************CAUSE********************************* durite intercooler ******************************SOLUTION******************************** remplacement durite intercooler,SLEEVES,DEFECT,RUBBER SLEEVE,1.0,141.38
* ******************************SKARGA********************************** LUZNA POKRYWA GORNA * ********************************CPRZ********************************** ZDEFORMOWANE KOLKI GORNEJ POKRYWY ZAWROROWEJ * ******************************KORECTA********************************* WYMIANA KOLKOW GORNEJ POKRYWY ZAWROROWEJ,ROCKER TOP COVER,DEFORMED,RUBBER PLUG,3.0,16.51579
"******************************REKL************************************ Fahrt zur Außenmontage von Bergen zur A8 Ausfahrt Rosenheim West, 
gesamt gefahren 89km ********************************GRUND********************************* Gänge schalten nicht. ******************************KORRECTUR******************************* Fahrt zur Außenmontage mit dem eigenen Servicewagen.",ANS 24 HOURS,MISCELLANEOUS,HYDRAULIC LINE,0.0,409.27
"* ******************************REKL************************************ FAHRT ZUR AUSSENMONTAGE NACH ALTE HEERSTRAE, 69168 WIESLOCH * ********************************GRUND******************************** FAHRT ZUR AUSSENMONTAGE NACH ALTE HEERSTRAE, 69168 WIESLOCH * ******************************KORRECTUR******************************* FAHRT ZUR AUSSENMONTAGE NACH ALTE HEERSTRAE, 69168 WIESLOCH",ANS 24 HOURS,MISCELLANEOUS,ALTERNATOR,0.0,179.1
******************************COMPLAINT******************************* TRAVEL ********************************CAUSE********************************* TRAVEL ******************************CORRECTION****************************** TRAVEL,ANS 24 HOURS,MISCELLANEOUS,ECU-ENGINE,0.0,86.860465
"******************************REKL************************************ Fehlermeldungen im Display - NEUFAHRZEUG ********************************GRUND********************************* Unterbrechnung Kabelsatz Can Bus zw. BCM und ABS SteuergerÄt, 
sowie am Kabel zwischen ABS und einem Raddrehzahlsensor ******************************KORRECTUR******************************* IANS - Pannenfall - Neufahrzeug - Fahrzeug sollte an dem Tag in 
eine Langzeitmiete vermietet werden, daher wurde dem Kunden 
ein Ersa tzfahrzeug gestellt Dossier 807135, VOR Dossier 
IC9036175 - nach AuslÍsung der Bestellung wurde mitgeteilt, dass 
der Kabelbaum nicht lieferbar wÄre, daher Dossier - 
erstaunlicherweise kam der Kabelstrang dann 2 Tage spÄter bei 
uns an, allerdings war hier der Steck nicht korrekt - daher musste 
Kabel wieder ausgebaut werden (Extrazeit 40 AW) Kabel komplett 
erneuern, dazu Fahrerhaus innen demonti eren ausser Sitze, 
sÄmtliche im Weg befindlichen Teile ausbauen und nach Verlegung 
des Kabelsatzes wieder einbauen",ENG HOOD WIRING HARNESS,DEFECTIVE CONTACTS,HOOD WIRING,1.0,3564.55
"******************************RECLAMO******************************* CERRADURA PUERTA CORREDERA EST ROTA Y FUNDE LOS 
FUSIBLES ********************************CAUSA********************************* CERRADURA PUERTA CORREDERA EST ROTA Y FUNDE LOS 
FUSIBLES ******************************SOLUCION****************************** SUSTITUIR CERRADURA PUERTA CORREDERA EST ROTA Y FUNDE 
LOS FUSIBLES",LOCK,BREAK,DOOR LOCK,4.0,163.14
