Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Label_1,Label_2,Label_3,Label_4,Label_5,Score_1,Score_2,Score_3,Score_4,Score_5
ACTUATOR AIR PIPES,LOW OUTPUT/EFFICIENCY,TURBOCHARGER,0.0,172.5,"COMPLAINT Suspected turbo blwon CAUSE Vaccum control pipe not fitted at reservoir CORRECTION CARRIED OUT TURBO TEST - FAILED. STUCK ON BOOST CHECK 
VACCUM PIPES ETC AND FOUND PIPE BLANKED AND NOT FITTED AT 
RESERVOIR. TAKE PHOT OS AND FIT PIPE CARRY OUT FURTHER 
TEST ALL OK.",Type of Failure,Material Failure,Defective Component,Defective Part,Number of Parts Replaced,0.24876701831817627,0.17431782186031342,0.14691516757011414,0.13964925706386566,0.0861041471362114
WATER PUMP ASSEMBLY,FLUID LEAKS,WATER PUMP,5.0,172.894854, COMPLAINT  COOLANT LEAKAGE   CPRZ COOLANT LEAKAGE FROM DEFORMED WATER PUMP HOUSING   CORRECTION  WATER PUMP REPLACEMENT,Type of Failure,Number of Parts Replaced,Defective Part,Defective Component,Material Failure,0.25005292892456055,0.1878686547279358,0.14023523032665253,0.13944324851036072,0.10294961929321289
CYLINDER HEAD,CRACKED,CYL. HEAD WITH ELEME,1.0,1692.4,INCIDENT  WATER AND OIL MIXTURE AND ENGINE WARM-UP  CAUSE CRACK AT CYLINDER HEAD  SOLUTION  CYLINDER HEAD REPLACEMENT,Type of Failure,Defective Component,Material Failure,Number of Parts Replaced,Defective Part,0.21082350611686707,0.18814589083194733,0.15593306720256805,0.15371309220790863,0.13676854968070984
BATTERY,SHORT CIRCUIT,BATTERY,1.0,251.13,DAMAGE TYPE  VEHICLE HARD TO START CAUSE  POOR EFFICIENCY BATTERY  CORRECTION REPLACEMENT. BATTERY AND PROGRAMMING,Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.2193312644958496,0.19681178033351898,0.17539240419864655,0.15345081686973572,0.11437774449586868
EGR EXCHANGER PIPES,BROKEN RETAINER,CLIP,0.0,63.83721,"COMPLAINT Coolant leak from engine CAUSE Run up to temp(economy 0.3hr), inspect found egr water hose 
clamp broken CORRECTION Remove airbox, replace clamp(economy 0.2hr) and top up 
with water",Number of Parts Replaced,Type of Failure,Defective Component,Material Failure,Defective Part,0.20090165734291077,0.19954751431941986,0.15826144814491272,0.1463872641324997,0.13992930948734283
HOOKING DEVICE,DEFECT,HITCH ASSY.,0.0,8.49,REKL  Constant beeping noise Passenger not wearing seatbelt  REASON Mechanism in belt whip is stuck  CORRECTION  Made workable with silicone spray,Type of Failure,Number of Parts Replaced,Defective Component,Defective Part,Material Failure,0.2218763530254364,0.1857064664363861,0.1505340337753296,0.1308891326189041,0.12819616496562958
ANS 24 HOURS,MISCELLANEOUS,.,0.0,150.6, DAMAGE TYPE  DOSSIER 8001633985 24H SERVICE  CAUSE  DOSSIER 8001633985 24H SERVICE   CORRECTION DOSSIER 8001633985 24H SERVICE,Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.2614804804325104,0.2199648916721344,0.1848977506160736,0.11847459524869919,0.09404738247394562
PARTICULATE SENSOR,LOW OUTPUT/EFFICIENCY,PM SENSOR,1.0,190.45,DAMAGE TYPE  ENGINE LIGHT CAUSE  DEFECTIVE PM SENSOR  CORRECTION PM SENSOR REPLACEMENT,Defective Component,Defective Part,Type of Failure,Material Failure,Number of Parts Replaced,0.26728537678718567,0.22458122670650482,0.19380009174346924,0.1082339882850647,0.10468214750289917
LOCK,BLOCKAGE,DOOR LOCK,2.0,250.81,REKL  SLIDING DOOR WILL NOT OPEN  REASON SLIDING DOOR LOCK BLOCKED  CORRECTION DEFECTIVE DOOR LOCK AND DOOR HANDLE RENEWED,Defective Component,Defective Part,Number of Parts Replaced,Type of Failure,Material Failure,0.2742355465888977,0.20602720975875854,0.144891157746315,0.1381998360157013,0.09562163800001144
CAB ROOF,WATER INFILTRATION,PANEL,0.0,139.8," CLAIM  WATER ENTER THROUGH THE ROOF AREA, UPPER RIGHT BOX   CAUSE WATER ENTER THROUGH THE ROOF AREA, UPPER RIGHT BOX  SOLUTION  CHECK WATER ENTRY THROUGH THE ROOF. SANITIZE WITH POLYURETHANE AND PAINT REPAIRED AREA. NOTE: PHOTOS OF THE FAILURE ARE ATTACHED.",Type of Failure,Material Failure,Defective Component,Defective Part,Number of Parts Replaced,0.23570497334003448,0.1546061784029007,0.1482958197593689,0.11771172285079956,0.10375704616308212
AD-BLUE UNIT PUMP MODULE,BLOCKAGE,PUMP,0.0,63.12, CLAIM  Vehicle comes on a tow truck with start-up failure.  CAUSE  Adblue system blocking   SOLUTION Extract faults and check. Perform UDST first filling procedure. Clear faults and check.,Type of Failure,Defective Component,Material Failure,Defective Part,Number of Parts Replaced,0.21531765162944794,0.18418250977993011,0.15485307574272156,0.14885491132736206,0.1101280152797699
PUMP DRIVE GASKET,DEFORMED,O-RING,1.0,84.794184, COMPLAINT  OIL LEAK FROM ENGINE   CPRZ LEAKING O-RING UNDER COMMONRAIL HIGH PRESSURE FUEL PUMP   CORRECTION  DISASSEMBLY OF THE PUMP AND REPLACEMENT OF THE SEALING O-RING,Number of Parts Replaced,Type of Failure,Defective Component,Material Failure,Defective Part,0.1834646314382553,0.17962826788425446,0.16081060469150543,0.1384149193763733,0.13171838223934174
ENGINE DRIVE CONTR.UNIT,DEFECT,ECU-ENGINE,0.0,16.348993, COMPLAINT  EVERY 1000KM YOU HAVE TO BURN THE DPF MANUALLY THE CAR DRIVES ON LOCAL ROUTES   CPRZ UDT CHECK. ERRORS AFTER THE CAMPAIGN 26X THD 106724845  CORRECTION  EDC PROGRAMMING,Defective Component,Type of Failure,Defective Part,Number of Parts Replaced,Material Failure,0.2812601625919342,0.16317160427570343,0.15010015666484833,0.14827226102352142,0.07947837561368942
OUTER HANDLE,BREAK,DOOR HANDLE,1.0,137.868632,"COMPLAIN  Sliding door cannot be opened from the outside CAUSE  Plastic broken in sliding door handle  CORRECTION Clothing off - and mounted.
Sliding door handle replaced",Type of Failure,Number of Parts Replaced,Material Failure,Defective Component,Defective Part,0.18062929809093475,0.17280720174312592,0.15793009102344513,0.15592971444129944,0.14919151365756989
TEMPERATURE SENSOR,SHORT CIRCUIT,TEMP. TRANSMITTER,1.0,229.87,"REKL  Ad Blue lights up  REASON Short circuit temperature sensor  CORRECTION  Diagnosis with tester, cabling visually checked and measured, 
Temperature sensor defective, temperature sensor removed, installed and replaced, 
Test drive carried out, no errors stored in the error memory",Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Material Failure,0.31014370918273926,0.20221517980098724,0.1504843384027481,0.13705691695213318,0.07470934092998505
BUZZERS,SHORT CIRCUIT,INDICATOR,1.0,55.61,"COMPLAIN  malfunctioning reverse buzzer CAUSE  SHORT CIRCUIT  CORRECTION diagnostics, signal exchange, repair electricity installation",Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.23708467185497284,0.18499037623405457,0.16681240499019623,0.13072344660758972,0.09640248119831085
WINDOW GLASS SEAL,NOISE,FILLER SECTION,1.0,135.294906,"COMPLAIN  V. side window makes noise when it goes up and down  CAUSE It is the rubber strip that makes noise, cannot be greased away   CORRECTION  V. clothing removed and fitted.
V. side window molding replaced",Number of Parts Replaced,Defective Component,Type of Failure,Defective Part,Material Failure,0.1888338178396225,0.179811030626297,0.15354688465595245,0.15333527326583862,0.11080790311098099
AIR-BAG SYSTEM,DEFECT,ECU-AIR BAG,1.0,83.020135, COMPLAINT  AIR AIR AIR INDICATOR IS ON   CPRZ SOFTWARE DEFECT OF THE AIR CUSHION CONTROL UNIT   CORRECTION  AIRBAG ICT ECU PROGRAMMING/UPDATE,Defective Component,Defective Part,Type of Failure,Material Failure,Design Flaw,0.3899737000465393,0.3217119574546814,0.10760589689016342,0.06216247007250786,0.04036742448806763
SWITCH-OPENING,BREAK,SLIDING CONTACT,1.0,56.52," CLAIM  SIDE DOOR WARNING IN FRAME EVEN WHEN LOCKED,   CAUSE BROKEN SIDE DOOR CONTACTOR   SOLUTION  REPLACE RIGHT SIDE DOOR CONTACTOR",Type of Failure,Number of Parts Replaced,Defective Component,Material Failure,Defective Part,0.21917258203029633,0.18994557857513428,0.13562993705272675,0.12798810005187988,0.11757802963256836
ENGINE BLOCK,BREAK,CRANKCASE,0.0,18.494736,"COMPLAINT  ENGINE KNOCKING, FLUID AND ENGINE OIL LEAKS  CPRZ CRACKED ENGINE BLOCK IN THE BOTTOM PART  CORRECTION  DEFECT VERIFICATION
THE VEHICLE TOOK BY THE CUSTOMER TO THE MIEDZYRZECZ SERVICE SERVICE 
PODLASKI",Defective Component,Defective Part,Type of Failure,Material Failure,Number of Parts Replaced,0.2823452651500702,0.20039431750774384,0.1456959843635559,0.12978000938892365,0.0942959412932396
FRONT AXLE HOSES,INCORRECT ASSEMBLY,BRAKE HOSE,1.0,155.28,"REKL  Brake oil loss  REASON Left/right VA brake lines loosened. Poor assembly CORRECTION  Brake system checked for brake oil loss and findings determined. 
Brake lines and brake hoses fasteners 
followed up. Hydraulic brake system bled. VA brake system 
Right/left cleaned after brake oil loss",Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.1817849725484848,0.1586342304944992,0.153986856341362,0.12333319336175919,0.11332163959741592
WINDOW REGULATOR SWITCH,DEFORMED,SWITCHGEAR,1.0,37.634211,"TEMPERATURE  There is a complaint that the right window of the vehicle does not close.  WHY During the checks, the right window opening button of the vehicle was found to be deformed. 
As a result, he could not fulfill his duty and caused the complaint to be filed. 
has happened.
 PROCEDURE  The vehicle's front window opening button was changed and the problem was resolved.",Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.18294604122638702,0.17664125561714172,0.15590830147266388,0.1194770559668541,0.11063338071107864
"PRESS SENSOR, COOLING SYS",DEFECT,SWITCH,3.0,82.39579, COMPLAINT  COOLANT PRESSURE SENSOR ERROR   CPRZ INTERNAL DAMAGE TO THE PRESSURE SENSOR   CORRECTION  DIAGNOSTICS AND REPLACEMENT OF THE PRESSURE SENSOR,Type of Failure,Number of Parts Replaced,Defective Component,Defective Part,Material Failure,0.22460979223251343,0.17157581448554993,0.1634923666715622,0.14333802461624146,0.09409630298614502
PRESSURE SENSOR,DEFECT,DPF PRESSURE SENSOR,1.0,163.12," DAMAGE TYPE  CONTROL ROOM 8001825465  CAUSE  FAULTY PRESSURE SENSOR   CORRECTION VEHICLE DIAGNOSIS, EXHAUST SYSTEM CHECK, SENSOR REPLACEMENT, ERROR CLEARING, PARAMETER RESETTING, FORCED REGENERATION, VEHICLE TEST",Type of Failure,Defective Component,Number of Parts Replaced,Material Failure,Defective Part,0.3613153100013733,0.12897028028964996,0.12573368847370148,0.12326373159885406,0.1092628687620163
PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,170.587369,"COMPLAINT  ADBLUE FAILURE CPPR  ERROR 07EA5F-04-SCR-HEADER SHORT CIRCUIT  CORRECTION  WIRING CHECK - OK, GENERATOR REPLACEMENT",Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Design Flaw,0.19211445748806,0.18413487076759338,0.18153458833694458,0.17315083742141724,0.08616690337657928
ENGINE DRIVE CONTR.UNIT,DEFECT,GAS ENG.EL.CONTR.UN.,2.0,335.2," INCIDENT  VEHICLE CUTS OFF WHILE DRIVING   CAUSE MD1 MOTOR CENTRAL PROGRAMMING FAULT   SOLUTION  DIAGNOSIS, THD, CENTRAL MOTOR PROGRAMMING CLEAR FAULTS, ECONOMY TEST: DYN AMIC TEST TO VALIDATE MD1 8 UT CENTRAL PROGRAMMING",Type of Failure,Defective Component,Material Failure,Defective Part,Total Cost Incurred,0.24493999779224396,0.17168445885181427,0.130604550242424,0.12868955731391907,0.08949621766805649
PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,120.94,complaint  Malfunction A blue lights up   Checking and measuring the AD blue heating hose - broken circuit - replacing the AD blue hose - test after repair   Checking and measuring the AD blue heating hose - broken circuit - replacing the AD blue hose - test after repair,Type of Failure,Defective Component,Number of Parts Replaced,Material Failure,Defective Part,0.23644857108592987,0.1443602740764618,0.1405007541179657,0.1371675431728363,0.1361430585384369
RADIATOR EXPANSION TANK,FLUID LEAKS,EXPANSION TANK,3.0,96.856824,"COMPLAINT  FLUID LEAKS FROM THE EXPANSION FLUID TANK 
COOLING CPRZ  THE FLUID EXPANSION TANK BREAKED AT A WELD 
COOLING CORRECTION  REPLACEMENT OF THE COOLANT EXPANSION TANK, 
REFILLING COOLANT",Type of Failure,Defective Component,Number of Parts Replaced,Material Failure,Defective Part,0.17561203241348267,0.15743832290172577,0.1562240868806839,0.13690251111984253,0.13414804637432098
SUSP.ARM BALL JOINTS,CRACKED,BALL JOINT,3.0,219.34,"COMPLAIN  noise and bangs from the right front wheel  CAUSE right front wheel mounting check, cracked pin found 
upper suspension arm front suspension on the right side CORRECTION  pin replacement, pin adjustment, toe adjustment",Number of Parts Replaced,Type of Failure,Defective Component,Defective Part,Material Failure,0.2058626115322113,0.17057865858078003,0.16959631443023682,0.15351203083992004,0.13552966713905334
THERMOSTAT,DEFECT,THERMOSTAT BODY,2.5,85.176732,"COMPLAINT  The engine does not warm up  CPRZ Internal thermostat fault, does not open  CORRECTION  Thermostat replacement",Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.2415170520544052,0.20626285672187805,0.19062140583992004,0.11733810603618622,0.11476816236972809
REAR TV CAMERA,LOW OUTPUT/EFFICIENCY,TV-CAMERA,1.0,270.581396,"COMPLAINT Reverse camera picture blurred CAUSE Water ingress in camera CORRECTION Check reverse camera, found blurred, R&R camera, test operation, all ok.",Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.24595390260219574,0.21034929156303406,0.1745505928993225,0.0996270626783371,0.0958108901977539
AD-BLUE METERING DEV MODU,BREAK,NOZZLE,1.0,327.63,"INCIDENT  ENGINE AND AD BLUE LIGHT TURN ON ON THE PANEL 
EDGE CAUSE  AD BLUE INJECTOR BREAKAGE  SOLUTION AD BLUE INJECTOR REPLACEMENT",Type of Failure,Defective Component,Number of Parts Replaced,Defective Part,Material Failure,0.21410584449768066,0.16345061361789703,0.15772828459739685,0.145369753241539,0.12261667847633362
ANS 24 HOURS,MISCELLANEOUS,TIMING CHAIN,90.0,312.0,"REKL  IANS Dossier: 8001717760 Vehicle is on the A9 shortly before the exit 
Plech REASON  Engine stopped, won't start. Check engine light active CORRECTION  Send a technician to the scene of the breakdown. Determine the findings.",Type of Failure,Defective Component,Material Failure,Defective Part,Number of Parts Replaced,0.22092165052890778,0.173958420753479,0.13947755098342896,0.13928772509098053,0.10631729662418365
INDICATORS INSTRUMENT,"CONTROL,VERIFICATION",CLUSTER,1.0,280.89," REKL  WRONG DISPLAY ""AIRBAG DEFECTIVE"" IS SHOWN   REASON PROGRAMMING ERROR   CORRECTION  ICT UPDATE PERFORMED - DURATION 90 MINUTES",Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Material Failure,0.31373131275177,0.2035628855228424,0.15670043230056763,0.08717592805624008,0.07657250016927719
SENSOR,SHORT CIRCUIT,SENSOR,1.0,52.82774," COMPLAINT  ABS light is on,   CPRZ incorrect reading, internal short circuit,   CORRECTION  rear wheel ABS sensor replacement, right side,",Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.2570533752441406,0.16974110901355743,0.1544717401266098,0.14323408901691437,0.11440011113882065
ANS 24 HOURS,MISCELLANEOUS,DELIVERY LINE,0.0,39.157895,COMPLAINT  ARRIVAL/RETURN TO THE SITE OF EMERGENCY  CPRZ ARRIVAL/RETURN TO THE SITE OF EMERGENCY 31 KM  CORRECTION  ARRIVAL/RETURN TO THE SITE OF EMERGENCY 31 KM,Type of Failure,Defective Component,Number of Parts Replaced,Defective Part,Material Failure,0.2222919464111328,0.16469770669937134,0.15657781064510345,0.14638958871364594,0.09550117701292038
ANS 24 HOURS,MISCELLANEOUS,DELIVERY LINE,0.0,71.275862, COMPLAINT BRD  CAUSE BRD  CORRECTION BRD,Type of Failure,Defective Part,Defective Component,Number of Parts Replaced,Design Flaw,0.24684439599514008,0.15095138549804688,0.14793799817562103,0.13698141276836395,0.10152046382427216
"COLLARS,HOSES,SLEEVES",WATER LEAKS,CLIP,4.0,201.86,"REKL  WATER LOSS UNDER VEHICLE  REASON CLAMP ON ENGINE TIGHTENED  CORRECTION  TROUBLESHOOTING WATER LOSS VARIOUS 
FAIRINGS A+E AIR CLEANER HOUSING A+E 
COOLING SYSTEM PRESSED OFF VARIOUS CLAMPS 
TEST DRIVE CHASSIS 
CLEANED",Type of Failure,Number of Parts Replaced,Defective Component,Material Failure,Defective Part,0.27036547660827637,0.1741029918193817,0.1320353001356125,0.12356910854578018,0.1080792248249054
FEED PUMP ASSY,BREAK,LEVEL SENSOR,2.0,302.01," DAMAGE TYPE  Failure of the fuel gauge in the dashboard   CAUSE Fuel tank level indicator faulty. EXTRA TIME: vehicle equipped with bus, tank with more difficult access  CORRECTION  Troubleshooting and analysis. S-R complete tank. Replacement of level indicator. Trial.",Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.3934909403324127,0.15667638182640076,0.12904755771160126,0.12215304374694824,0.08261360228061676
RAIN SENSOR,DEFECTIVE CONTACTS,CLIMAT. COND. SENSOR,1.0,358.230565,"COMPLAIN  there is an error in the light and rain sensor  CAUSE electrical fault in sensor in the windscreen  CORRECTION  diagnosis with UDT, fault finding on wires and ground connections as well 
test run for fault finding 20 WU, rain/light sensor replaced and fault 
deleted",Number of Parts Replaced,Type of Failure,Defective Component,Defective Part,Material Failure,0.2060912549495697,0.16887301206588745,0.16596871614456177,0.12543420493602753,0.1224215179681778
"PRESS SENSOR, COOLING SYS",DEFECT,SWITCH,1.0,72.348992,"COMPLAINT  ðEDC LIGHT IS ON  CPRZ DAMAGED PRESSURE SENSOR IN THE TANK 
CORRECTION CORRECTION  REPLACING THE PRESSURE SENSOR IN THE EXPANSION TANK",Number of Parts Replaced,Defective Component,Type of Failure,Defective Part,Design Flaw,0.1921079456806183,0.18553957343101501,0.14920848608016968,0.14697560667991638,0.10851474851369858
CLUTCH SYS TANK AND PUMP,OIL LEAKS,KIT-HYDRAULIC CYL,1.0,172.62,"REKL  oil loss at the cylinder  REASON Cylinder leaky internally  CORRECTION  Cylinder was added to claim 400688 with incorrect GS key 
submitted",Number of Parts Replaced,Type of Failure,Defective Component,Defective Part,Material Failure,0.20747259259223938,0.1808803826570511,0.15241993963718414,0.12803983688354492,0.11317980289459229
SLEEVES,CRACKED,RUBBER SLEEVE,1.0,73.824,Error  intercooler hose cracked  Reason intercooler hose cracked  Correction Changed intercooler hose,Type of Failure,Defective Part,Defective Component,Number of Parts Replaced,Material Failure,0.27369505167007446,0.15393152832984924,0.14326244592666626,0.11841928958892822,0.11464249342679977
ELE./MECH/POWER STEERING,PREVENTIVE OPERATION,POWER STEERING,1.0,87.9, INCIDENT  UPDATE   CAUSE CONTINUED PASSING THE SUITCASE   SOLUTION  ELECTRIC STEERING PROGRAMMING,Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.24487900733947754,0.16503338515758514,0.13417242467403412,0.11604666709899902,0.10365694016218185
