DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Cause_of_Failure,Human_error,Design_Flaw,Material,Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Total Cost Incurred,Cause of Failure: Human Error,Cause of Failure: Design Flaw,Cause of Failure: Material Issue
" REKL Das Fahrzeug laesst sich nicht absperren.  GRUND Kabelbruch zu der HecktÜr links. Kabelbrucj in der Verkabelung der Zentralverriegelung im hinteren Holm. Das Fahrzeug lÄsst sich ele ktrisch nicht absperren.  KORRECTUR Die Zentralverriegelung und Ansteuerung ueberprueft, Kabelbaum freigelegt und geoffnet. Kabelbruchg instandgesetzt.",CAB LOOM,DEFECTIVE CONTACTS,WIRE/CABLE,0.0,153.6," REKL  The vehicle cannot be locked.  REASON  Broken cable to the rear door on the left. Cable break in the wiring of the central locking in the rear spar. The vehicle cannot be locked electrically.  CORRECTION  The central locking and control checked, wiring harness exposed and opened. Broken cable repaired.","{'Type of Failure': 0.19022361934185028, 'Defective Component': 0.1603686362504959, 'Defective Part': 0.15016748011112213, 'Cause of Failure: Material Issue': 0.13135525584220886, 'Number of Parts Replaced': 0.12698425352573395, 'Cause of Failure: Human Error': 0.08647317439317703, 'Cause of Failure: Design Flaw': 0.08374831825494766, 'Total Cost Incurred': 0.07067922502756119}",0,0,1,0,0,0,0,0,0,0,0
COMPLAINT Side lock door did not work CAUSE We needed to replace it and door handle CORRECTION Replace side door lock and door handle,LOCK,DEFECT,DOOR LOCK,2.0,130.8,COMPLAINT Side lock door did not work CAUSE We needed to replace it and door handle CORRECTION Replace side door lock and door handle,"{'Type of Failure': 0.19755108654499054, 'Defective Part': 0.17641206085681915, 'Number of Parts Replaced': 0.16631807386875153, 'Defective Component': 0.16109821200370789, 'Cause of Failure: Material Issue': 0.09545469284057617, 'Cause of Failure: Design Flaw': 0.08241454511880875, 'Cause of Failure: Human Error': 0.06536474078893661, 'Total Cost Incurred': 0.05538659915328026}",0,0,1,0,0,0,0,0,0,0,0
"SKARGA SPR CZUJNIK WPI­CIA PASéW, SYGNA ODPI­TYCH PASéW I 
WYRZUCANIE BIEGU NA ""N"" CPRZ USZKODZONA WI ZKA ELEKTR. DESKI ROZDZIELCZEJ KORECTA NAPRAWA WI ZKI ELEKTR DESKI ROZDZIELCZEJ",CAB LOOM,DEFECT,DASHBOARD WIRING,0.0,62.353468,"COMPLAINT  SPR SEAT BELTS TENSION SENSOR, SIGNAL OF REMOVED SEAT SEATS AND 
SHIFTING THE GEAR TO ""N"" CPRZ  DAMAGED ELECTRICAL BEAM. DASHBOARD CORRECTION  REPAIR OF DASHBOARD ELECTRICAL HARNESS","{'Number of Parts Replaced': 0.20162302255630493, 'Type of Failure': 0.17059092223644257, 'Defective Component': 0.1652764081954956, 'Defective Part': 0.14563527703285217, 'Cause of Failure: Material Issue': 0.1101868525147438, 'Cause of Failure: Design Flaw': 0.08939072489738464, 'Cause of Failure: Human Error': 0.059895023703575134, 'Total Cost Incurred': 0.05740172043442726}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT The client complains about loosening the left side of the front bumper. CAUSE After the front bumper inspection, we found that the left bumper 
retainer was broken. CORRECTION The left bumper retainer was replaced.","BUMPER RETAINERS,BRACKETS",BREAK,RETAINER,1.0,98.22,"COMPLAINT The client complains about loosening the left side of the front bumper. CAUSE After the front bumper inspection, we found that the left bumper 
retainer was broken. CORRECTION The left bumper retainer was replaced.","{'Number of Parts Replaced': 0.17496339976787567, 'Type of Failure': 0.16722775995731354, 'Defective Component': 0.14368514716625214, 'Defective Part': 0.1418512910604477, 'Cause of Failure: Material Issue': 0.13830803334712982, 'Cause of Failure: Design Flaw': 0.09255625307559967, 'Cause of Failure: Human Error': 0.07327311486005783, 'Total Cost Incurred': 0.06813503056764603}",0,0,1,0,0,0,0,0,0,0,0
 INCIDENT D-R BOUCHON VIDANGE HUILE CARTER ELI FTS  CAUSE RUPTURE DU JOINT ETANCHEITER DU BOUCHON DE VIDANGE HUILE MOT EUR  SOLUTION (Tps: .30)D-R BOUCHON VIDANGE HUILE CARTER ELI FTS,OIL DRAIN PLUG,BREAK,WASHER,2.0,25.0, INCIDENT  D-R CRANKCASE OIL DRAIN PLUG ELI FTS   CAUSE RUPTURE OF THE SEAL OF THE EUR ENGINE OIL DRAIN PLUG  SOLUTION  (Time: .30)D-R CRANKCASE OIL DRAIN PLUG ELI FTS,"{'Type of Failure': 0.19027654826641083, 'Defective Component': 0.1748700737953186, 'Defective Part': 0.13763578236103058, 'Cause of Failure: Material Issue': 0.13193219900131226, 'Number of Parts Replaced': 0.11072088032960892, 'Total Cost Incurred': 0.09223957359790802, 'Cause of Failure: Human Error': 0.08757620304822922, 'Cause of Failure: Design Flaw': 0.07474873960018158}",0,0,1,0,0,0,0,0,0,0,0
 SKARGA INTERWENCJA POJAZDU SERWISOWEGO - Z.GéRA - G OGéW  CPRZ INTERWENCJA POJAZDU SERWISOWEGO - Z.GéRA - G OGéW  KORECTA INTERWENCJA POJAZDU SERWISOWEGO - Z.GéRA - G OGéW 136km,ANS 24 HOURS,MISCELLANEOUS,RUBBER SLEEVE,0.0,171.884211, COMPLAINT  INTERVENTION OF THE SERVICE VEHICLE - Z.GéRA - G OGéW   CPRZ SERVICE VEHICLE INTERVENTION - Z. GéRA - G OGéW  KORECTA  INTERVENTION OF THE SERVICE VEHICLE - Z.GéRA - G OGéW 136km,"{'Type of Failure': 0.1967390477657318, 'Defective Component': 0.14498594403266907, 'Number of Parts Replaced': 0.1449170559644699, 'Total Cost Incurred': 0.12630756199359894, 'Defective Part': 0.1235213503241539, 'Cause of Failure: Human Error': 0.09348602592945099, 'Cause of Failure: Material Issue': 0.08540157228708267, 'Cause of Failure: Design Flaw': 0.08464139699935913}",0,0,1,0,0,0,0,0,0,0,0
KLACHT GELUID / LICHTE STORING OORZAAK GELUID CORRECTIE /1 BUITENSPIEGEL U-I,CAB REARVIEW MIRROR,NOISE,REAR MIRROR LEFT,0.0,17.8,COMPLAINT  NOISE / LIGHT DISTURBANCE  CAUSE NOISE  CORRECTION /1 EXTERIOR MIRROR U-I,"{'Type of Failure': 0.19136536121368408, 'Number of Parts Replaced': 0.17946754395961761, 'Defective Part': 0.14506234228610992, 'Defective Component': 0.12967275083065033, 'Total Cost Incurred': 0.1055702418088913, 'Cause of Failure: Material Issue': 0.10420335084199905, 'Cause of Failure: Human Error': 0.09855097532272339, 'Cause of Failure: Design Flaw': 0.04610743373632431}",0,0,1,0,0,0,0,0,0,0,0
 TIPO DANNO FAILUREDESCR  CAUSA CAUSEDESCR  CORREZIONE CORRECTIONDESCR,INPUT SHAFT,NOISE,INPUT SHAFT,1.0,-833.166316, DAMAGE TYPE  FAILUREDESCR  CAUSE  CAUSEDESCR   CORRECTION CORRECTIONDESCR,"{'Type of Failure': 0.39268675446510315, 'Defective Component': 0.1555958390235901, 'Defective Part': 0.145011767745018, 'Number of Parts Replaced': 0.0862221047282219, 'Cause of Failure: Material Issue': 0.07803254574537277, 'Total Cost Incurred': 0.06822648644447327, 'Cause of Failure: Human Error': 0.041714321821928024, 'Cause of Failure: Design Flaw': 0.03251016139984131}",0,0,1,0,0,0,0,0,0,0,0
"REKL edc und Ad-Blue-Störanzeige leuchtet GRUND Ad-Blue-Leitung zum EP-Ventil der Ad-Blue-Anlage defekt, dadurch 
EP-Ventil AD-Blue-Anlage am Anschluss defekt KORRECTUR Diagnose UDT stellen, Fehlerquelle festlegen, Ad-Blue-Leitung, Ep-
Ventil und Spannschelle am EP-Ventil der Ad-Blue-Anlage erneuern. 
Ad-Blue-Test nach Rep.",AD-BLUE METERING DEV MODU,DEFECTIVE CONTACTS,DELIVERY LINE,3.0,441.05,"REKL  edc and Ad-Blue fault indicator lights up  REASON Ad-Blue line to EP valve the Ad-Blue system is defective, as a result 
EP valve AD-Blue system defective at connection CORRECTION  Make the diagnosis UDT, determine the source of the error, Ad-Blue line, Ep-
Replace the valve and clamping clamp on the EP valve of the Ad-Blue system. 
Ad-Blue test according to Rep.","{'Defective Component': 0.19857728481292725, 'Defective Part': 0.1770576685667038, 'Type of Failure': 0.15178140997886658, 'Number of Parts Replaced': 0.1332332044839859, 'Cause of Failure: Design Flaw': 0.1043592244386673, 'Cause of Failure: Material Issue': 0.09023083746433258, 'Total Cost Incurred': 0.08664455264806747, 'Cause of Failure: Human Error': 0.05811586603522301}",0,0,1,0,0,0,0,0,0,0,0
 SKARGA W CZA SI­ RADIO I ðWIAT A PRZY ZAMKNI­TYM POJE±DZIE  CPRZ ZWARCIE DO MASY W GNIEZDZIE HAKA  KORECTA WYMIANA WIAZKI HAKA,CHASSIS LOOM,DEFECTIVE CONTACTS,WIRE/CABLE,1.0,200.056841, COMPLAINT  WHILE RADIO AND WORLD AND WHEN THE VEHICLE IS CLOSED   CPRZ SHORT CIRCUIT TO GROUND W HOOK SOCKET  CORRECTION  REPLACING THE HOOK HARNESS,"{'Type of Failure': 0.2158859521150589, 'Number of Parts Replaced': 0.18430085480213165, 'Defective Part': 0.15061259269714355, 'Defective Component': 0.14294685423374176, 'Cause of Failure: Material Issue': 0.09690295159816742, 'Cause of Failure: Human Error': 0.07809880375862122, 'Cause of Failure: Design Flaw': 0.06954269856214523, 'Total Cost Incurred': 0.061709336936473846}",0,0,1,0,0,0,0,0,0,0,0
"REKL MOTOR SPRINGT NICHT MEHR AN GRUND GENERATOR BLOCKIERT ; FOLGESCHADEN SAEMTL 
ANTRIEBSRIEMEN GERISSEN FZG MIT ZUSATZAGGREGAT 
DADURCH DIE ECONOMY ZEIT ; FRONTVERBAU KO MPLETT 
ZERLEGEN KORRECTUR GENERATOR UND ANTRIEBSRIEMEN ERS",ALTERNATOR ASSEMBLY,BLOCKAGE,EXCHANGE ALTERNATOR,4.0,773.18,"REKL  ENGINE NO LONGER STARTS  REASON GENERATOR BLOCKED ; CONSEQUENTIAL DAMAGES INCLUDED 
DRIVE BELT TORN VEHICLE WITH ADDITIONAL UNIT 
THUS THE ECONOMY TIME ; FRONT MOUNTING COMPLETE 
DISASSEMBLY CORRECTION  GENERATOR AND DRIVE BELT REPLACEMENT","{'Type of Failure': 0.19376903772354126, 'Number of Parts Replaced': 0.1555577963590622, 'Defective Component': 0.15504090487957, 'Cause of Failure: Material Issue': 0.13439451158046722, 'Defective Part': 0.12195171415805817, 'Total Cost Incurred': 0.08361731469631195, 'Cause of Failure: Human Error': 0.07951516658067703, 'Cause of Failure: Design Flaw': 0.07615355402231216}",0,0,1,0,0,0,0,0,0,0,0
" REKL LEISTUNG BEGRENT AUF 40-50KM/H,SCHUETTELT SICH UND DIVERSE FEHLEMELDUNGEN  GRUND ABGASTURBOLADER-KURZSCHLUSS IM POSITIONSGEBER  KORRECTUR DIAGNOSEARBEITEN DURCHGEFUEHRT, DAS GEFüHRTE VERFAHREN FüR DEN FEHLER 00DB5-OC-STEUERGER T-VERSORGUNGSSTUFE 1-SENSOREN (5V) - STEUER GER T ODER KOMPONENTE DEFEKT DURCHGEFüHRT, DAZU VERKABELUNGEN UND STECKER AN DEM LASTSENSOR GASPEDAL UND DEM ECM-STEUERGER T GEPRüFT . NOCKENWELLENSENSOR, VERKABELUNG UND STECKER GEPRüFT. DROSSELVENTIL, POSITIONSSENSOR, VERKABELUNG UND STECKER AUF KURZSCHLUSS üBERP FT. LICHTMASCHINE üBERPRüFT, BAUTEIL POSITIONSSENSOR VGT WURDE BEI ERNEUTEM ABSTECKEN ALS FEHLERURSACHE FESTGESTELLT. KURZSCHLUSS IM BAUTEIL. TURBOLADER A-E, FESTSITZENDE SCHRAUBEN UND MUTTERN ERWAERMT, PARAMETER VON EDC STEUERGERAET ZURUECKGESETZT. FEHLERSPEICHER GELOESCHT",V.G.T.DRIVE ACTUATOR,SHORT CIRCUIT,TURBOCH. FITTING KIT,2.0,1554.34," REKL  PERFORMANCE LIMITED TO 40-50KM/H, SHAKES AND VARIOUS ERROR MESSAGES   REASON EXHAUST TURBOCHARGER SHORT CIRCUIT IN THE POSITIONER  CORRECTION  DIAGNOSTIC WORK PERFORMED, GUIDED PROCEDURE FOR ERROR 00DB5-OC CONTROLLER T SUPPLY LEVEL 1 SENSORS (5V) - CONTROL DEVICE OR COMPONENT DEFECTIVE, ALSO WIRING AND CONNECTORS ON THE LOAD SENSOR, ACCELERATOR PEDAL AND ECM CONTROLLER TESTED. CAMSHAFT SENSOR, WIRING AND CONNECTORS TESTED. THROTTLE VALVE, POSITION SENSOR, WIRING AND CONNECTOR CHECKED FOR SHORT CIRCUIT. ALTERNATOR CHECKED, VGT POSITION SENSOR COMPONENT WAS FOUND AS THE CAUSE OF ERROR WHEN UNCONNECTED AGAIN. SHORT CIRCUIT IN THE COMPONENT. TURBOCHARGER A-E, STOCKED BOLTS AND NUTS HEATED, PARAMETERS OF EDC CONTROL UNIT RESET. ERROR MEMORY DELETED","{'Defective Component': 0.13101838529109955, 'Cause of Failure: Material Issue': 0.12533438205718994, 'Defective Part': 0.1252129226922989, 'Number of Parts Replaced': 0.12414659559726715, 'Total Cost Incurred': 0.12412475794553757, 'Type of Failure': 0.12389838695526123, 'Cause of Failure: Design Flaw': 0.12320874631404877, 'Cause of Failure: Human Error': 0.1230558454990387}",1,0,0,0,0,0,0,0,0,0,0
" RECLAMO PERDIDA ANTICONGELANTE  CAUSA ESTANQUEIDAD DEFECTUOSA DE RADIADOR PIERDE ANTICONGELANTE  SOLUCION LOCALIZAR PERDIDA , SUSTITUIR RADIADOR , REALIZAR PRUEBA ESTANQUEIDAD Y COMPROBAR CORRECTO ACCIONAMIENTO.",RADIATOR,BREAK,WATER RADIATOR,11.0,541.08," CLAIM  ANTIFREEZE LOSS  CAUSE  DEFECTIVE RADIATOR SEALING LOSES ANTIFREEZE   SOLUTION LOCATE LEAK, REPLACE RADIATOR, PERFORM TEST FOR LEAKNESS AND CHECK CORRECT OPERATION.","{'Defective Component': 0.30860698223114014, 'Defective Part': 0.20011462271213531, 'Type of Failure': 0.13510973751544952, 'Number of Parts Replaced': 0.09659919142723083, 'Cause of Failure: Material Issue': 0.09105102717876434, 'Total Cost Incurred': 0.06610551476478577, 'Cause of Failure: Design Flaw': 0.061632104218006134, 'Cause of Failure: Human Error': 0.040780793875455856}",0,0,1,0,0,0,0,0,0,0,0
"REKL Fahrzeug fährt nur noch 10 Km/h, Motorkontrolle leuchtet GRUND Adblue-Anlage defekt KORRECTUR Fahrzeug zu uns in die Werkstatt schleppen lassen",ANS 24H RECOVERY CHARGE,MISCELLANEOUS,-EXTRA LABOUR,0.0,151.22,"REKL  Vehicle only drives 10 km/h, engine control lights up  REASON Adblue system defective  CORRECTION  Have the vehicle towed to our workshop","{'Defective Component': 0.3095661997795105, 'Defective Part': 0.19791388511657715, 'Type of Failure': 0.16769571602344513, 'Number of Parts Replaced': 0.08416470885276794, 'Cause of Failure: Material Issue': 0.08128495514392853, 'Cause of Failure: Human Error': 0.06354731321334839, 'Total Cost Incurred': 0.04799790307879448, 'Cause of Failure: Design Flaw': 0.04782931134104729}",0,0,1,0,0,0,0,0,0,0,0
 SKARGA NIE DZIALA SYGNALIZATOR BIEGU WSTECZNEGO  CPRZ NIESZCZELNY SYGNALIZATOR BIEGU WSTECZNEGO- DOSTALA SIE WODA- ZWARCIE  KORECTA WYMIANA SYGNALIZATORA BIEGU WSTECZNEGO,BUZZERS,SHORT CIRCUIT,INDICATOR,1.0,80.936842, COMPLAINT  THE REVERSE SIGNAL SIGNAL DOES NOT WORK   CPRZ LEAKING REVERSE SIGNAL SIGNAL - WATER ENTERED - SHORT CIRCUIT  CORRECTION  REPLACEMENT OF THE REVERSE SIGNAL SIGNAL,"{'Type of Failure': 0.22477921843528748, 'Number of Parts Replaced': 0.1732855886220932, 'Defective Component': 0.16208600997924805, 'Defective Part': 0.1409519612789154, 'Cause of Failure: Material Issue': 0.09644796699285507, 'Cause of Failure: Human Error': 0.07135272771120071, 'Total Cost Incurred': 0.06848778575658798, 'Cause of Failure: Design Flaw': 0.06260871887207031}",0,0,1,0,0,0,0,0,0,0,0
"TIPO DANNO VOLANTE VIBRA CAUSA ERRATA EQUILIBRATURA RUOTE CORREZIONE STACCO RUOTE PER EQUILIBRATURA A BANCO PRESSO 
CENTRO ESTERNO THD AUTORISOLTO 106182089",WHEELS,VIBRATIONS,DISC WHEEL,0.0,35.0,"DAMAGE TYPE  STEERING WHEEL VIBRATES CAUSE  INCORRECT WHEEL BALANCING  CORRECTION WHEEL REMOVAL FOR BENCH BALANCING 
EXTERNAL CENTER SELF-RESOLVED THD 106182089","{'Number of Parts Replaced': 0.21845375001430511, 'Type of Failure': 0.19600710272789001, 'Defective Component': 0.1558133363723755, 'Defective Part': 0.12525391578674316, 'Cause of Failure: Material Issue': 0.08700765669345856, 'Cause of Failure: Human Error': 0.08298648148775101, 'Total Cost Incurred': 0.07108857482671738, 'Cause of Failure: Design Flaw': 0.06338927894830704}",0,0,1,0,0,0,0,0,0,0,0
 REKL SCHALTUNG SCHWERGAENGIG;HAKT  GRUND SCHALTZUEGE MUESSEN EINGESTELLT WERDEN  KORRECTUR SCHALTZUEGE GANGBAR GEMACHT UND EINGESTELLT,GEAR CONTROL ROD ASSY,DEFECTIVE CLOSURE/OPENING,FLEXIBLE CONTROL,0.0,38.4, REKL  SHIFT HARD; HOCK   REASONSHIFT CABLES NEED TO BE ADJUSTED   CORRECTION SHIFT CABLES MADE WORKABLE AND ADJUSTED,"{'Type of Failure': 0.19583633542060852, 'Number of Parts Replaced': 0.1785951554775238, 'Defective Component': 0.13833564519882202, 'Defective Part': 0.12375067174434662, 'Cause of Failure: Material Issue': 0.11645394563674927, 'Total Cost Incurred': 0.10543284565210342, 'Cause of Failure: Human Error': 0.07098639011383057, 'Cause of Failure: Design Flaw': 0.07060901075601578}",0,0,1,0,0,0,0,0,0,0,0
"SKARGA DOJAZD/POWROT ASSISTANCE 200 KM PILA - PRZECHLEWO - 
PILA CPRZ DOJAZD/POWROT ASSISTANCE 200 KM PILA - PRZECHLEWO - 
PILA KORECTA DOJAZD/POWROT ASSISTANCE 200 KM PILA - PRZECHLEWO - 
PILA",ANS 24 HOURS,MISCELLANEOUS,CATALYTIC SILENCER,0.0,268.456376,"COMPLAINT  ARRIVAL/RETURN ASSISTANCE 200 KM PILA - PRZECHLEWO - 
PILA CPRZ  ARRIVAL/RETURN ASSISTANCE 200 KM PILA - PRZECHLEWO - 
PILA CORRECTION  ARRIVAL/RETURN ASSISTANCE 200 KM PILA - PRZECHLEWO - 
SAW","{'Type of Failure': 0.18471862375736237, 'Number of Parts Replaced': 0.14802314341068268, 'Defective Part': 0.13884484767913818, 'Defective Component': 0.1365150660276413, 'Total Cost Incurred': 0.10383372008800507, 'Cause of Failure: Material Issue': 0.10343495011329651, 'Cause of Failure: Human Error': 0.09323219209909439, 'Cause of Failure: Design Flaw': 0.09139742702245712}",0,0,1,0,0,0,0,0,0,0,0
 COMPLAINT DOOR OPEN WARNING ON DASH  CAUSE SIDE LOAD DOOR BOTH CONTACTS AND O/S/R DOOR SIDE CONTACT SHORTED OUT  CORRECTION REPLACE CONTACTS,DOOR CONN. FIXED PART,SHORT CIRCUIT,SLIDING CONTACT,3.0,128.232557, COMPLAINT DOOR OPEN WARNING ON DASH  CAUSE SIDE LOAD DOOR BOTH CONTACTS AND O/S/R DOOR SIDE CONTACT SHORTED OUT  CORRECTION REPLACE CONTACTS,"{'Type of Failure': 0.20597492158412933, 'Defective Component': 0.1830003261566162, 'Defective Part': 0.13712848722934723, 'Cause of Failure: Material Issue': 0.1324825882911682, 'Number of Parts Replaced': 0.10501016676425934, 'Total Cost Incurred': 0.08704400807619095, 'Cause of Failure: Design Flaw': 0.08449351042509079, 'Cause of Failure: Human Error': 0.06486593186855316}",0,0,1,0,0,0,0,0,0,0,0
"TIPO DANNO Perdita liquido refrigerante CAUSA Rottura manicotto inferiore mandata serbatoio espansione e 
conseguente perdita del liquido refrigerante CORREZIONE Sostituzione manicotto, aggiunta liquido paraflÌ.",PIPES,BREAK,WATER PIPE,3.0,54.32,"DAMAGE TYPE  Coolant leak CAUSE  Breakage of the lower expansion tank delivery sleeve 
resulting loss of coolant CORRECTION  Replacement of sleeve, addition of paraflÌ liquid.","{'Type of Failure': 0.20865508913993835, 'Number of Parts Replaced': 0.17493033409118652, 'Defective Component': 0.15901434421539307, 'Defective Part': 0.14149963855743408, 'Cause of Failure: Material Issue': 0.1391846239566803, 'Total Cost Incurred': 0.06127379089593887, 'Cause of Failure: Human Error': 0.06107746809720993, 'Cause of Failure: Design Flaw': 0.05436467379331589}",0,0,1,0,0,0,0,0,0,0,0
 INCIDENT LA PRISE ATTELAGE NE FONCTIONNE PAS  CAUSE COURT CIRCUIT SUR UNITE DE COMMANDE FEU AR  SOLUTION preparation station udtdiagnostic module feux supplÇmentairesprogrammation module feux supplÇmentairescontrole efficacite cable de m assecontrole efficacite contact de connexions systeme electriquedepose repose module prise 13 poles repetition feux remorque,ECU 13-PIN SOCKET TRAILER,SHORT CIRCUIT,ELECTR. CONTR. UNIT,5.0,349.34, INCIDENT  THE HITCH PLUG DOES NOT WORK   CAUSE SHORT CIRCUIT ON REAR LIGHT CONTROL UNIT   SOLUTION  preparation station udtdiagnosis additional lights moduleprogramming additional lights modulecheck ground cable efficiencycheck effectiveness electrical system connection contactsremoval of 13-pole socket module repeater trailer lights,"{'Type of Failure': 0.2262241691350937, 'Defective Component': 0.13964411616325378, 'Number of Parts Replaced': 0.12890668213367462, 'Cause of Failure: Material Issue': 0.12880297005176544, 'Defective Part': 0.12773019075393677, 'Cause of Failure: Design Flaw': 0.08428125828504562, 'Cause of Failure: Human Error': 0.08322242647409439, 'Total Cost Incurred': 0.08118822425603867}",0,0,1,0,0,0,0,0,0,0,0
" SKARGA KOMUNIKAT USTERKA ADBLUE  CPRZ NIESPRAWNY NOX ZA KATALIZATOREM  KORECTA WERYF.USTERKI, DIAG. KOMP., WYM. NOX ZA KATALIZATOREM",NOX DETECTION SENSOR,SHORT CIRCUIT,SENSOR,1.0,179.961969," COMPLAINT  ADBLUE FAILURE MESSAGE   CPRZ FAILURE NOX AFTER THE CATALYTIC CONVERTER   CORRECTION  FAULT VERIFICATION, DIAG. COMP., DIM. NOX AFTER THE CATALYST","{'Defective Component': 0.2471592277288437, 'Type of Failure': 0.23064854741096497, 'Defective Part': 0.14010600745677948, 'Cause of Failure: Material Issue': 0.09901631623506546, 'Number of Parts Replaced': 0.09052065014839172, 'Cause of Failure: Design Flaw': 0.07644306123256683, 'Cause of Failure: Human Error': 0.05891116335988045, 'Total Cost Incurred': 0.05719507113099098}",0,0,1,0,0,0,0,0,0,0,0
COMPLAINT SVITI KONTROLKA INDUCEMENT CAUSE POTRUBI VYHREVU ADBLUE VE ZKRATU CORRECTION VYMENA,PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,181.54,COMPLAIN  INDUCEMENT LIGHT ON CAUSE  ADBLUE HEATING PIPE SHORTED  CORRECTION REPLACEMENT,"{'Type of Failure': 0.20838549733161926, 'Defective Component': 0.1568128764629364, 'Defective Part': 0.15256722271442413, 'Number of Parts Replaced': 0.14577431976795197, 'Cause of Failure: Material Issue': 0.1348060965538025, 'Cause of Failure: Design Flaw': 0.07976145297288895, 'Total Cost Incurred': 0.06501403450965881, 'Cause of Failure: Human Error': 0.05687854066491127}",0,0,1,0,0,0,0,0,0,0,0
 TIPO DANNO MANCATO FUNZIONAMENTO CHIUSURA CENTRALLIZATA PORTA SX  CAUSA serratura sx non funzionante  CORREZIONE sostituzione serratura,LOCK,DEFECTIVE CLOSURE/OPENING,DOOR LOCK,6.0,132.9, DAMAGE TYPE  LEFT DOOR CENTRAL LOCKING FAILURE TO OPERATE   CAUSE left lock not working   CORRECTION  lock replacement,"{'Type of Failure': 0.4037725031375885, 'Defective Component': 0.15455685555934906, 'Defective Part': 0.15370552241802216, 'Number of Parts Replaced': 0.11581486463546753, 'Cause of Failure: Material Issue': 0.06198621913790703, 'Total Cost Incurred': 0.05207309126853943, 'Cause of Failure: Human Error': 0.03294411301612854, 'Cause of Failure: Design Flaw': 0.025146808475255966}",0,0,1,0,0,0,0,0,0,0,0
