Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Extracted_Entities
BUZZERS,SHORT CIRCUIT,INDICATOR,1.0,89.608502," COMPLAINT  reverse gear sensor does not work - it is in stock   CPRZ DEFECTIVE REVERSE BUZZER   CORRECTION  FAULT VERIFICATION, REPLACEMENT OF THE REVERSE GEAR BUZZER","[('COMPLAINT', 'ORG'), ('sensor', 'DEFECTIVE_PART')]"
ANS 24 HOURS,MISCELLANEOUS,SWITCH,0.0,67.71,"REKL  Vehicle does not start, various error messages  REASON Assembly trip to Rehau / Charlottenweg 
from 09.12 - 11.15 a.m. CORRECTION  External installation","[('Vehicle', 'ORG'), ('REASON Assembly', 'ORG'), ('Rehau / Charlottenweg', 'ORG'), ('09.12', 'CARDINAL'), ('CORRECTION', 'PERSON')]"
WHEEL RIM,DEFECT,DISC WHEEL,2.0,247.193684," COMPLAINT  AIR IS LEAKING FROM THE RIMS RIGHT AND LEFT FRONT   CPRZ AIR LOSS ON THE RIMS AND WELD OF THE RIMS, INTERNAL DEFECT OF THE RIMS  CORRECTION  REPLACEMENT OF FRONT RIMS","[('COMPLAINT', 'ORG'), ('RIMS', 'ORG'), ('WELD OF THE RIMS', 'ORG'), ('RIMS', 'ORG')]"
CRANKSHAFT FRONT SEAL,BURNT-OUT,SHAFT SEAL,2.0,255.55,COMPLAINT Oil leaks from engine. CAUSE Defective crankshaft seal front. CORRECTION Replacement crankshaft seal front.,"[('COMPLAINT Oil', 'ORG'), ('CAUSE Defective', 'ORG'), ('CORRECTION Replacement', 'ORG')]"
ANS 24 HOURS,MISCELLANEOUS,CATALYTIC SILENCER,0.0,108.0,complaint  Exit to the vehicle: Lipt. Mikuláš - Nižná na Orava   Exit to the vehicle: Lipt. Mikuláš - Nižná na Orava  repair  Exit to the vehicle: Lipt. Mikuláš - Nižná na Orava,"[('Exit', 'GPE'), ('Lipt', 'PERSON'), ('Lipt', 'PERSON'), ('Orava', 'PERSON'), ('Exit', 'ORG'), ('Lipt', 'PERSON')]"
ENGINE DRIVE CONTR.UNIT,"CONTROL,VERIFICATION",URANIA CLASSIC LS,0.0,63.0,REKL  Engine oil diluent lights up  REASON Read fault memory and evaluate engine oil dilution  CORRECTION  Reset engine oil dilution - delete fault memory,"[('REKL  Engine', 'ORG'), ('CORRECTION  Reset', 'ORG')]"
CLUTCH SYS TANK AND PUMP,INCORRECT PRESSURE,KIT-HYDRAULIC CYL,1.0,141.418605,"COMPLAINT Clutch pedal low CAUSE Found clutch cylinder weeping causing pedal to go spongy CORRECTION Replaced clutch cylinder and test, all okay","[('COMPLAINT Clutch', 'ORG'), ('CAUSE', 'ORG')]"
SUSP.ARM BALL JOINTS,DEFECT,BALL JOINT,2.0,94.33605," COMPLAINT  checked the noise on the left front when going over bumps  CAUSES upper and lower left pivot shows play in the spherical joint, replacement required   CORRECTION  replaced upper and lower left pivot","[('COMPLAINT', 'ORG'), ('noise', 'TYPE_OF_FAILURE'), ('CORRECTION', 'PERSON')]"
LOCKS,LOOSE RETAINER,DOOR LOCK,0.0,38.85,"COMPLAINT  LIGHTING MESSAGE CAUSE  BACK DOOR LOCK LOOSE, CAUSING NON ​​PLATE LIGHTING 
NOT WORKING CORRECTION  ASSEMBLE AND ADJUST THE LOCK CORRECTLY => OKAY","[('COMPLAINT  LIGHTING MESSAGE CAUSE  BACK DOOR LOCK LOOSE', 'ORG')]"
HORN,DEFECT,HORN,1.0,34.4, CLAIM  HORN DOES NOT WORK  CAUSE  DEFECTIVE HORN   SOLUTION REPLACE HORN,"[('CAUSE', 'ORG')]"
ANS 24 HOURS,MISCELLANEOUS,WIRE/CABLE,0.0,280.3, REKL  DRIVE TO EISENBERG SCHULSTR 27 FOR EXTERNAL INSTALLATION   REASON DRIVE TO EISENBERG SCHULSTR 27 FOR EXTERNAL INSTALLATION   CORRECTION  DRIVE TO EISENBERG SCHULSTR 27 FOR EXTERNAL INSTALLATION,[]
FLANGE SEAL,DEFORMED,SHAFT SEAL,2.0,58.791946," COMPLAINT  LEAK FROM REAR AXLE, DEFORMED REAR AXLE SEAL, REPLACEMENT OF SEAL   CPRZ REAR AXLE LEAK , DEFORMED REAR AXLE SEAL, REPLACEMENT OF SEAL  CORRECTION  LEAK FROM REAR AXLE, DEFORMED REAR AXLE SEAL, REPLACEMENT OF SEAL","[('COMPLAINT', 'ORG'), ('DEFORMED REAR AXLE SEAL', 'ORG'), ('DEFORMED REAR AXLE SEAL', 'ORG'), ('DEFORMED REAR AXLE SEAL', 'ORG')]"
DASHBOARD TRIM,INCORRECT ASSEMBLY,FRAME,2.0,124.85,"REKL  DIN SHAFT FOR TOLLGER T NOT INSTALLED, IT WAS REMOVED 
ONLY THE FLAP WITH THE ET NO. 580154441 INSTALLED REASON  The SW toll preparation is documented but not installed  CORRECTION Remove storage compartment under the radio and Din slot 
Install toll preparation, as requested by the SW in the spare part 
Catalog and documented in the order.","[('580154441', 'CARDINAL'), ('SW', 'ORG'), ('CORRECTION Remove', 'PERSON'), ('SW', 'ORG'), ('Catalog', 'PRODUCT')]"
ACTUATOR AIR PIPES,LOW OUTPUT/EFFICIENCY,TURBOCHARGER,0.0,172.5,"COMPLAINT Suspected turbo blwon CAUSE Vaccum control pipe not fitted at reservoir CORRECTION CARRIED OUT TURBO TEST - FAILED. STUCK ON BOOST CHECK 
VACCUM PIPES ETC AND FOUND PIPE BLANKED AND NOT FITTED AT 
RESERVOIR. TAKE PHOT OS AND FIT PIPE CARRY OUT FURTHER 
TEST ALL OK.","[('COMPLAINT Suspected', 'ORG'), ('CAUSE Vaccum', 'ORG'), ('RESERVOIR', 'ORG')]"
WATER PUMP ASSEMBLY,FLUID LEAKS,WATER PUMP,5.0,172.894854, COMPLAINT  COOLANT LEAKAGE   CPRZ COOLANT LEAKAGE FROM DEFORMED WATER PUMP HOUSING   CORRECTION  WATER PUMP REPLACEMENT,"[('COMPLAINT  COOLANT LEAKAGE', 'ORG'), ('DEFORMED WATER PUMP HOUSING   CORRECTION  WATER PUMP REPLACEMENT', 'ORG')]"
CYLINDER HEAD,CRACKED,CYL. HEAD WITH ELEME,1.0,1692.4,INCIDENT  WATER AND OIL MIXTURE AND ENGINE WARM-UP  CAUSE CRACK AT CYLINDER HEAD  SOLUTION  CYLINDER HEAD REPLACEMENT,[]
BATTERY,SHORT CIRCUIT,BATTERY,1.0,251.13,DAMAGE TYPE  VEHICLE HARD TO START CAUSE  POOR EFFICIENCY BATTERY  CORRECTION REPLACEMENT. BATTERY AND PROGRAMMING,"[('VEHICLE HARD TO START CAUSE  POOR EFFICIENCY BATTERY  CORRECTION REPLACEMENT', 'ORG')]"
EGR EXCHANGER PIPES,BROKEN RETAINER,CLIP,0.0,63.83721,"COMPLAINT Coolant leak from engine CAUSE Run up to temp(economy 0.3hr), inspect found egr water hose 
clamp broken CORRECTION Remove airbox, replace clamp(economy 0.2hr) and top up 
with water","[('COMPLAINT Coolant', 'ORG'), ('hose', 'PERSON'), ('CORRECTION Remove', 'ORG')]"
HOOKING DEVICE,DEFECT,HITCH ASSY.,0.0,8.49,REKL  Constant beeping noise Passenger not wearing seatbelt  REASON Mechanism in belt whip is stuck  CORRECTION  Made workable with silicone spray,"[('noise', 'TYPE_OF_FAILURE'), ('CORRECTION', 'PERSON')]"
ANS 24 HOURS,MISCELLANEOUS,.,0.0,150.6, DAMAGE TYPE  DOSSIER 8001633985 24H SERVICE  CAUSE  DOSSIER 8001633985 24H SERVICE   CORRECTION DOSSIER 8001633985 24H SERVICE,"[('8001633985 24H', 'PRODUCT'), ('CAUSE', 'ORG'), ('8001633985 24H', 'DATE'), ('8001633985 24H', 'DATE')]"
PARTICULATE SENSOR,LOW OUTPUT/EFFICIENCY,PM SENSOR,1.0,190.45,DAMAGE TYPE  ENGINE LIGHT CAUSE  DEFECTIVE PM SENSOR  CORRECTION PM SENSOR REPLACEMENT,"[('SENSOR', 'DEFECTIVE_PART'), ('SENSOR', 'DEFECTIVE_PART')]"
LOCK,BLOCKAGE,DOOR LOCK,2.0,250.81,REKL  SLIDING DOOR WILL NOT OPEN  REASON SLIDING DOOR LOCK BLOCKED  CORRECTION DEFECTIVE DOOR LOCK AND DOOR HANDLE RENEWED,"[('REKL  SLIDING DOOR', 'ORG'), ('CORRECTION DEFECTIVE', 'PERSON')]"
CAB ROOF,WATER INFILTRATION,PANEL,0.0,139.8," CLAIM  WATER ENTER THROUGH THE ROOF AREA, UPPER RIGHT BOX   CAUSE WATER ENTER THROUGH THE ROOF AREA, UPPER RIGHT BOX  SOLUTION  CHECK WATER ENTRY THROUGH THE ROOF. SANITIZE WITH POLYURETHANE AND PAINT REPAIRED AREA. NOTE: PHOTOS OF THE FAILURE ARE ATTACHED.","[('UPPER', 'ORG'), ('CAUSE WATER ENTER', 'ORG'), ('UPPER', 'ORG')]"
AD-BLUE UNIT PUMP MODULE,BLOCKAGE,PUMP,0.0,63.12, CLAIM  Vehicle comes on a tow truck with start-up failure.  CAUSE  Adblue system blocking   SOLUTION Extract faults and check. Perform UDST first filling procedure. Clear faults and check.,"[('Vehicle', 'PERSON'), ('CAUSE  Adblue', 'ORG'), ('first', 'ORDINAL')]"
PUMP DRIVE GASKET,DEFORMED,O-RING,1.0,84.794184, COMPLAINT  OIL LEAK FROM ENGINE   CPRZ LEAKING O-RING UNDER COMMONRAIL HIGH PRESSURE FUEL PUMP   CORRECTION  DISASSEMBLY OF THE PUMP AND REPLACEMENT OF THE SEALING O-RING,"[('COMPLAINT', 'ORG'), ('PUMP', 'ORG')]"
ENGINE DRIVE CONTR.UNIT,DEFECT,ECU-ENGINE,0.0,16.348993, COMPLAINT  EVERY 1000KM YOU HAVE TO BURN THE DPF MANUALLY THE CAR DRIVES ON LOCAL ROUTES   CPRZ UDT CHECK. ERRORS AFTER THE CAMPAIGN 26X THD 106724845  CORRECTION  EDC PROGRAMMING,"[('COMPLAINT', 'ORG'), ('1000KM', 'CARDINAL'), ('ERRORS', 'ORG'), ('26X', 'CARDINAL'), ('106724845', 'DATE')]"
OUTER HANDLE,BREAK,DOOR HANDLE,1.0,137.868632,"COMPLAIN  Sliding door cannot be opened from the outside CAUSE  Plastic broken in sliding door handle  CORRECTION Clothing off - and mounted.
Sliding door handle replaced","[('COMPLAIN  Sliding', 'ORG'), ('CAUSE  Plastic', 'ORG'), ('CORRECTION Clothing', 'ORG')]"
TEMPERATURE SENSOR,SHORT CIRCUIT,TEMP. TRANSMITTER,1.0,229.87,"REKL  Ad Blue lights up  REASON Short circuit temperature sensor  CORRECTION  Diagnosis with tester, cabling visually checked and measured, 
Temperature sensor defective, temperature sensor removed, installed and replaced, 
Test drive carried out, no errors stored in the error memory","[('sensor', 'DEFECTIVE_PART'), ('sensor', 'DEFECTIVE_PART'), ('sensor', 'DEFECTIVE_PART')]"
BUZZERS,SHORT CIRCUIT,INDICATOR,1.0,55.61,"COMPLAIN  malfunctioning reverse buzzer CAUSE  SHORT CIRCUIT  CORRECTION diagnostics, signal exchange, repair electricity installation","[('CAUSE', 'ORG'), ('CIRCUIT', 'ORG')]"
WINDOW GLASS SEAL,NOISE,FILLER SECTION,1.0,135.294906,"COMPLAIN  V. side window makes noise when it goes up and down  CAUSE It is the rubber strip that makes noise, cannot be greased away   CORRECTION  V. clothing removed and fitted.
V. side window molding replaced","[('noise', 'TYPE_OF_FAILURE'), ('noise', 'TYPE_OF_FAILURE'), ('CORRECTION', 'PERSON')]"
AIR-BAG SYSTEM,DEFECT,ECU-AIR BAG,1.0,83.020135, COMPLAINT  AIR AIR AIR INDICATOR IS ON   CPRZ SOFTWARE DEFECT OF THE AIR CUSHION CONTROL UNIT   CORRECTION  AIRBAG ICT ECU PROGRAMMING/UPDATE,"[('COMPLAINT', 'ORG'), ('AIR AIR AIR', 'ORG')]"
SWITCH-OPENING,BREAK,SLIDING CONTACT,1.0,56.52," CLAIM  SIDE DOOR WARNING IN FRAME EVEN WHEN LOCKED,   CAUSE BROKEN SIDE DOOR CONTACTOR   SOLUTION  REPLACE RIGHT SIDE DOOR CONTACTOR","[('LOCKED', 'PERSON')]"
ENGINE BLOCK,BREAK,CRANKCASE,0.0,18.494736,"COMPLAINT  ENGINE KNOCKING, FLUID AND ENGINE OIL LEAKS  CPRZ CRACKED ENGINE BLOCK IN THE BOTTOM PART  CORRECTION  DEFECT VERIFICATION
THE VEHICLE TOOK BY THE CUSTOMER TO THE MIEDZYRZECZ SERVICE SERVICE 
PODLASKI","[('COMPLAINT  ENGINE KNOCKING', 'ORG'), ('FLUID', 'ORG'), ('CUSTOMER', 'ORG')]"
FRONT AXLE HOSES,INCORRECT ASSEMBLY,BRAKE HOSE,1.0,155.28,"REKL  Brake oil loss  REASON Left/right VA brake lines loosened. Poor assembly CORRECTION  Brake system checked for brake oil loss and findings determined. 
Brake lines and brake hoses fasteners 
followed up. Hydraulic brake system bled. VA brake system 
Right/left cleaned after brake oil loss","[('REKL  Brake', 'ORG'), ('VA', 'ORG'), ('Hydraulic', 'NORP')]"
WINDOW REGULATOR SWITCH,DEFORMED,SWITCHGEAR,1.0,37.634211,"TEMPERATURE  There is a complaint that the right window of the vehicle does not close.  WHY During the checks, the right window opening button of the vehicle was found to be deformed. 
As a result, he could not fulfill his duty and caused the complaint to be filed. 
has happened.
 PROCEDURE  The vehicle's front window opening button was changed and the problem was resolved.",[]
"PRESS SENSOR, COOLING SYS",DEFECT,SWITCH,3.0,82.39579, COMPLAINT  COOLANT PRESSURE SENSOR ERROR   CPRZ INTERNAL DAMAGE TO THE PRESSURE SENSOR   CORRECTION  DIAGNOSTICS AND REPLACEMENT OF THE PRESSURE SENSOR,"[('COMPLAINT  COOLANT', 'ORG'), ('SENSOR', 'DEFECTIVE_PART'), ('SENSOR', 'DEFECTIVE_PART'), ('SENSOR', 'DEFECTIVE_PART')]"
PRESSURE SENSOR,DEFECT,DPF PRESSURE SENSOR,1.0,163.12," DAMAGE TYPE  CONTROL ROOM 8001825465  CAUSE  FAULTY PRESSURE SENSOR   CORRECTION VEHICLE DIAGNOSIS, EXHAUST SYSTEM CHECK, SENSOR REPLACEMENT, ERROR CLEARING, PARAMETER RESETTING, FORCED REGENERATION, VEHICLE TEST","[('8001825465', 'CARDINAL'), ('CAUSE', 'ORG'), ('SENSOR', 'DEFECTIVE_PART'), ('SENSOR', 'DEFECTIVE_PART'), ('VEHICLE TEST', 'ORG')]"
PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,170.587369,"COMPLAINT  ADBLUE FAILURE CPPR  ERROR 07EA5F-04-SCR-HEADER SHORT CIRCUIT  CORRECTION  WIRING CHECK - OK, GENERATOR REPLACEMENT","[('COMPLAINT', 'ORG'), ('CIRCUIT', 'ORG'), ('CORRECTION  ', 'ORG')]"
ENGINE DRIVE CONTR.UNIT,DEFECT,GAS ENG.EL.CONTR.UN.,2.0,335.2," INCIDENT  VEHICLE CUTS OFF WHILE DRIVING   CAUSE MD1 MOTOR CENTRAL PROGRAMMING FAULT   SOLUTION  DIAGNOSIS, THD, CENTRAL MOTOR PROGRAMMING CLEAR FAULTS, ECONOMY TEST: DYN AMIC TEST TO VALIDATE MD1 8 UT CENTRAL PROGRAMMING","[('CAUSE MD1 MOTOR CENTRAL PROGRAMMING FAULT', 'ORG'), ('DIAGNOSIS', 'ORG'), ('THD', 'ORG'), ('CENTRAL MOTOR PROGRAMMING CLEAR FAULTS', 'ORG'), ('8', 'CARDINAL')]"
PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,120.94,complaint  Malfunction A blue lights up   Checking and measuring the AD blue heating hose - broken circuit - replacing the AD blue hose - test after repair   Checking and measuring the AD blue heating hose - broken circuit - replacing the AD blue hose - test after repair,"[('complaint  Malfunction A', 'ORG')]"
RADIATOR EXPANSION TANK,FLUID LEAKS,EXPANSION TANK,3.0,96.856824,"COMPLAINT  FLUID LEAKS FROM THE EXPANSION FLUID TANK 
COOLING CPRZ  THE FLUID EXPANSION TANK BREAKED AT A WELD 
COOLING CORRECTION  REPLACEMENT OF THE COOLANT EXPANSION TANK, 
REFILLING COOLANT","[('COMPLAINT', 'ORG'), ('THE COOLANT EXPANSION TANK', 'ORG')]"
SUSP.ARM BALL JOINTS,CRACKED,BALL JOINT,3.0,219.34,"COMPLAIN  noise and bangs from the right front wheel  CAUSE right front wheel mounting check, cracked pin found 
upper suspension arm front suspension on the right side CORRECTION  pin replacement, pin adjustment, toe adjustment","[('noise', 'TYPE_OF_FAILURE'), ('CAUSE', 'ORG'), ('CORRECTION', 'PERSON')]"
THERMOSTAT,DEFECT,THERMOSTAT BODY,2.5,85.176732,"COMPLAINT  The engine does not warm up  CPRZ Internal thermostat fault, does not open  CORRECTION  Thermostat replacement","[('COMPLAINT', 'ORG')]"
REAR TV CAMERA,LOW OUTPUT/EFFICIENCY,TV-CAMERA,1.0,270.581396,"COMPLAINT Reverse camera picture blurred CAUSE Water ingress in camera CORRECTION Check reverse camera, found blurred, R&R camera, test operation, all ok.","[('COMPLAINT Reverse', 'ORG'), ('CAUSE Water', 'ORG'), ('CORRECTION Check', 'ORG')]"
AD-BLUE METERING DEV MODU,BREAK,NOZZLE,1.0,327.63,"INCIDENT  ENGINE AND AD BLUE LIGHT TURN ON ON THE PANEL 
EDGE CAUSE  AD BLUE INJECTOR BREAKAGE  SOLUTION AD BLUE INJECTOR REPLACEMENT",[]
ANS 24 HOURS,MISCELLANEOUS,TIMING CHAIN,90.0,312.0,"REKL  IANS Dossier: 8001717760 Vehicle is on the A9 shortly before the exit 
Plech REASON  Engine stopped, won't start. Check engine light active CORRECTION  Send a technician to the scene of the breakdown. Determine the findings.","[('REKL  IANS Dossier', 'ORG'), ('8001717760', 'CARDINAL'), ('A9', 'ORG'), ('Engine', 'ORG'), ('CORRECTION', 'GPE')]"
INDICATORS INSTRUMENT,"CONTROL,VERIFICATION",CLUSTER,1.0,280.89," REKL  WRONG DISPLAY ""AIRBAG DEFECTIVE"" IS SHOWN   REASON PROGRAMMING ERROR   CORRECTION  ICT UPDATE PERFORMED - DURATION 90 MINUTES","[('90 MINUTES', 'TIME')]"
SENSOR,SHORT CIRCUIT,SENSOR,1.0,52.82774," COMPLAINT  ABS light is on,   CPRZ incorrect reading, internal short circuit,   CORRECTION  rear wheel ABS sensor replacement, right side,","[('COMPLAINT', 'ORG'), ('CORRECTION', 'PERSON'), ('sensor', 'DEFECTIVE_PART')]"
ANS 24 HOURS,MISCELLANEOUS,DELIVERY LINE,0.0,39.157895,COMPLAINT  ARRIVAL/RETURN TO THE SITE OF EMERGENCY  CPRZ ARRIVAL/RETURN TO THE SITE OF EMERGENCY 31 KM  CORRECTION  ARRIVAL/RETURN TO THE SITE OF EMERGENCY 31 KM,"[('COMPLAINT', 'ORG'), ('31', 'CARDINAL'), ('KM', 'ORG'), ('KM', 'ORG')]"
ANS 24 HOURS,MISCELLANEOUS,DELIVERY LINE,0.0,71.275862, COMPLAINT BRD  CAUSE BRD  CORRECTION BRD,"[('COMPLAINT BRD  CAUSE BRD', 'ORG'), ('CORRECTION BRD', 'ORG')]"
"COLLARS,HOSES,SLEEVES",WATER LEAKS,CLIP,4.0,201.86,"REKL  WATER LOSS UNDER VEHICLE  REASON CLAMP ON ENGINE TIGHTENED  CORRECTION  TROUBLESHOOTING WATER LOSS VARIOUS 
FAIRINGS A+E AIR CLEANER HOUSING A+E 
COOLING SYSTEM PRESSED OFF VARIOUS CLAMPS 
TEST DRIVE CHASSIS 
CLEANED","[('VEHICLE', 'ORG'), ('CORRECTION  TROUBLESHOOTING WATER', 'ORG'), ('CLEANED', 'ORG')]"
FEED PUMP ASSY,BREAK,LEVEL SENSOR,2.0,302.01," DAMAGE TYPE  Failure of the fuel gauge in the dashboard   CAUSE Fuel tank level indicator faulty. EXTRA TIME: vehicle equipped with bus, tank with more difficult access  CORRECTION  Troubleshooting and analysis. S-R complete tank. Replacement of level indicator. Trial.","[('CAUSE Fuel', 'ORG'), ('CORRECTION  Troubleshooting', 'ORG')]"
RAIN SENSOR,DEFECTIVE CONTACTS,CLIMAT. COND. SENSOR,1.0,358.230565,"COMPLAIN  there is an error in the light and rain sensor  CAUSE electrical fault in sensor in the windscreen  CORRECTION  diagnosis with UDT, fault finding on wires and ground connections as well 
test run for fault finding 20 WU, rain/light sensor replaced and fault 
deleted","[('rain sensor', 'DEFECTIVE_COMPONENT'), ('CAUSE', 'ORG'), ('sensor', 'DEFECTIVE_PART'), ('UDT', 'ORG'), ('20', 'CARDINAL'), ('WU', 'ORG'), ('sensor', 'DEFECTIVE_PART')]"
"PRESS SENSOR, COOLING SYS",DEFECT,SWITCH,1.0,72.348992,"COMPLAINT  ðEDC LIGHT IS ON  CPRZ DAMAGED PRESSURE SENSOR IN THE TANK 
CORRECTION CORRECTION  REPLACING THE PRESSURE SENSOR IN THE EXPANSION TANK","[('COMPLAINT', 'ORG'), ('SENSOR', 'DEFECTIVE_PART'), ('SENSOR', 'DEFECTIVE_PART')]"
CLUTCH SYS TANK AND PUMP,OIL LEAKS,KIT-HYDRAULIC CYL,1.0,172.62,"REKL  oil loss at the cylinder  REASON Cylinder leaky internally  CORRECTION  Cylinder was added to claim 400688 with incorrect GS key 
submitted","[('CORRECTION  Cylinder', 'PERSON'), ('400688', 'DATE'), ('GS', 'ORG')]"
SLEEVES,CRACKED,RUBBER SLEEVE,1.0,73.824,Error  intercooler hose cracked  Reason intercooler hose cracked  Correction Changed intercooler hose,"[('hose', 'PERSON'), ('Correction Changed', 'ORG')]"
ELE./MECH/POWER STEERING,PREVENTIVE OPERATION,POWER STEERING,1.0,87.9, INCIDENT  UPDATE   CAUSE CONTINUED PASSING THE SUITCASE   SOLUTION  ELECTRIC STEERING PROGRAMMING,"[('ELECTRIC STEERING PROGRAMMING', 'ORG')]"
BULB,SHORT CIRCUIT,WIRE CONNECTOR,1.0,69.55,"CLAIM  BROWN CABLE NUMBER 0000 (SHORT)  CAUSE BROWN CABLE NUMBER 0000 (SHORT)  SOLUTION  CHECK INSTALLATION TAIL LIGHTS DO NOT TURN ON PILOT 
LEFT REAR CHECK INSTALLATION AND REPAIR CABLE 
CUT BROWN COLOR NUMBER 0000","[('CLAIM  BROWN CABLE', 'ORG'), ('CAUSE BROWN CABLE', 'ORG'), ('REPAIR CABLE', 'ORG'), ('CUT BROWN COLOR NUMBER', 'ORG')]"
CLUTCH SYS TANK AND PUMP,DEFORMED,KIT-HYDRAULIC CYL,1.0,90.061053,"COMPLAINT  THE CLUTCH PEDAL IS LOW  CPRZ DEFORMED INTERNAL SEALING ELEMENT 
CLUTCH MOTOR, FLUID LEAKING, SYSTEM BLOCKED OF AIR CORRECTION  REPLACEMENT OF THE HYDRAULIC CONTROL SYSTEM 
I SELLED","[('COMPLAINT', 'ORG'), ('DEFORMED INTERNAL SEALING ELEMENT \nCLUTCH MOTOR', 'ORG'), ('AIR CORRECTION  REPLACEMENT', 'ORG')]"
PARTICULATE SENSOR,SHORT CIRCUIT,PM SENSOR,1.0,122.425263, COMPLAINT  PARTICULATE SENSOR   CPRZ FAULT CHECK.INST.ELEC.INTERNAL PARTICULATE SENSOR DEFECT  CORRECTION  PARTICULATE SENSOR REPLACEMENT,"[('COMPLAINT', 'ORG'), ('SENSOR', 'DEFECTIVE_PART'), ('SENSOR', 'DEFECTIVE_PART'), ('SENSOR', 'DEFECTIVE_PART')]"
BATTERY,LOW OUTPUT/EFFICIENCY,BATTERY,1.0,216.04, DAMAGE TYPE  ENGINE DOES NOT START  CAUSE  POOR BATTERY EFFICIENCY   CORRECTION REPLACEMENT,"[('CAUSE', 'ORG')]"
TIE-ROD BALL JOINTS,DEFECT,JOINT FITTING,1.0,129.31991,"COMPLAINT  PLAY AT THE END OF THE RIGHT REACTION ROD 
LOWER CPRZ  END OF THE RIGHT REACTION ROD 
LOWER CORRECTION  REPLACEMENT OF THE REACTION ROD END 
BOTTOM RIGHT","[('COMPLAINT', 'ORG')]"
DISPLAY,DEFECT,MONITOR,0.0,40.688421,"COMPLAINT  radio display freezes - does not respond to buttons and touch. 
navigation starts up to an hour CPRZ  electrical failure of the radio controller  CORRECTION fault verification, m/d display, connection check 
electrical software update","[('COMPLAINT', 'ORG')]"
GEAR CONTROL RODS,INCORRECT ADJUSTMENT,FLEXIBLE CONTROL,0.0,13.780761,"COMPLAINT  CANNOT SHIFT INTO 6TH GEAR
THD 105920771 CPRZ  DEFECTIVE FACTORY SHIFT CABLE ADJUSTMENT 
GEAR CORRECTION  ADJUSTMENT OF SHIFT CABLES","[('COMPLAINT', 'ORG'), ('6TH', 'CARDINAL'), ('105920771', 'DATE')]"
BATTERY,DEFECT,BATTERY,1.0,280.59,"REKL  Battery too weak, detected by PDI  REASON Battery too weak, detected by PDI CORRECTION  Battery replaced","[('REKL  Battery', 'ORG'), ('PDI', 'ORG'), ('PDI CORRECTION  Battery', 'ORG')]"
INDICATORS INSTRUMENT,DEFECT,CLUSTER,0.0,53.192394, COMPLAINT  The airbag light comes on when you turn the key   CPRZ Incorrect parameters of the ICT Cluster software   CORRECTION  Implementation of the correct parameters of the ICT Cluster software,"[('COMPLAINT', 'ORG'), ('ICT Cluster', 'ORG'), ('CORRECTION  Implementation of the correct', 'ORG'), ('ICT Cluster', 'ORG')]"
STEERING SHAFT,SEIZURE,STEERING SPINDLE,1.0,435.1566,"COMPLAINT  Front suspension knocking  CPRZ The telescopic rod in the column has worn out 
management CORRECTION  Replacement of the steering column","[('COMPLAINT', 'ORG'), ('Front', 'ORG'), ('CORRECTION  Replacement', 'ORG')]"
ENGINE OIL LEVEL SWITCH,DEFECT,SENSOR,1.0,170.548078,"REKL  Incorrect oil level displayed on dashboard  REASON Oil level sensor defective  CORRECTION  - Diagnosis
- Engine oil drained
- Oil level sensor replaced
- Oil filled
- Oil level checked
- Test drive and leak check carried out

Economy stands for: diagnosis, test drive and leak check 
executed","[('REKL  Incorrect', 'ORG'), ('sensor', 'DEFECTIVE_PART'), ('sensor', 'DEFECTIVE_PART')]"
IBS TRANSMITTOR,DEFECTIVE CONTACTS,SENSOR,0.0,44.0," REKL  Check starter battery   REASON Cable interruption IBS sensor   CORRECTION  Guided diagnosis B1042-87 carried out. Battery test: ""IBS"" not found. IBS checked = OK. Wiring harness IBS tested, BCM measured. Cable breaks repaired. Panels dismantled and reassembled.","[('IBS', 'ORG'), ('sensor', 'DEFECTIVE_PART'), ('CORRECTION  Guided', 'ORG'), ('IBS', 'ORG'), ('IBS', 'ORG'), ('IBS', 'ORG')]"
ENGINE DRIVE CONTR.UNIT,LOW OUTPUT/EFFICIENCY,ELECTR. CONTR. UNIT,7.0,1730.06,"REKL  VEHICLE CAME TO THE WORKSHOP WITH ENGINE FAULT  REASON THD NO. 106753010 CORRECTION  DIAGNOSTIC WORK LT. ASIST, CENTRAL ELECTRICAL RENEWED 
and cable replaced

THD no. 106753010","[('106753010', 'DATE'), ('CENTRAL ELECTRICAL', 'ORG'), ('106753010', 'DATE')]"
SLEEVES,CRACKED,RUBBER SLEEVE,3.0,169.107367," COMPLAINT  AFTER STARTING THE ENGINE, THE ENGINE INDICATOR LIGHT AND TRIK T ON.   CPRZ BREAKED INTERCOOLER HOSE   CORRECTION  FAILURE CHECK, TURBOCHARGER POWER SYSTEM CHECK, INTERCOOLER CABLE REPLACEMENT","[('TURBOCHARGER POWER SYSTEM CHECK', 'ORG'), ('INTERCOOLER CABLE REPLACEMENT', 'ORG')]"
